id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,actual_supplier,supplier_id,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,supplier_name,location,is_returnable
,LD200110701,7346816787,ROUND,0.5,I,VVS2,EX,EX,EX,NON,,5.05,5.09,3.18,62.6,58,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-39.00%,915,1829,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/4d89abc0-a442-474f-8008-6a5aedc9f603.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7346816787.pdf,,,,IN,N
,323E-58-A,5346051098,EMERALD,0.61,D,SI1,-,VG,EX,NON,,5.5,4.06,2.79,68.6,62,None,GIA,THK to VTK,,,,,Paladiya Brothers & co,e6c24977-7efd-4b1c-95c4-1aca4bed604a,-44.22%,881,1443.69,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5346051098.pdf,,,,IN,N
,363C-111-A,1345420986,ROUND,0.8,K,VVS1,VG,EX,VG,MED,Blue,5.74,5.81,3.73,64.7,56,None,GIA,STK to THK,100%,,,,Paladiya Brothers & co,e6c24977-7efd-4b1c-95c4-1aca4bed604a,-34.46%,1505,1881,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1345420986.pdf,,,,IN,N
,LD200110152,7341791025,ROUND,0.25,F,VS2,EX,VG,VG,NON,,4.02,4.05,2.45,60.7,60,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-9.00%,346,1384.96,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7341791025.pdf,,,,IN,N
,LD200110002,6341787870,ROUND,0.53,D,VS1,EX,EX,EX,MED,Blue,5.17,5.2,3.2,61.7,59,None,GIA,MED,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-52.00%,1098,2072.6,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/5fc12e18-7daa-4f2c-8897-40b19217d953.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6341787870.pdf,,,,IN,N
,G432-140651,2357363702,ROUND,0.5,H,SI1,VG,EX,VG,NON,,4.96,4.99,3.21,64.5,56,None,GIA,MED to THK,90%,Not brown,,,Shivam Jewels,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e,-43.00%,857,1713,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9zandvcmxkaW1nLmF6dXJlZWRnZS5uZXQvc2ppbWcvaW1hZ2VzL1Zpc2lvbjM2MC5odG1sP2Q9RzQzMi0xNDA2NTE=,256,https://nivoda-images.s3.eu-west-2.amazonaws.com/79b56167-41d6-4017-8162-c17a1dc6f919.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357363702.pdf,,,,IN,N
,HK1436973,1348680080,ROUND,0.32,I,VVS1,EX,EX,EX,FNT,,4.36,4.38,2.73,62.5,56,None,GIA,MED to STK,100%,,,Not milky,Hari Krishna,1d8066ed-4b96-490d-9dd5-e68a649fd592,-47.25%,368,1148.78,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1348680080.pdf,,,,HK,N
,G448-141075,6352339954,ROUND,0.6,H,SI2,VG,VG,VG,NON,,5.31,5.33,3.43,64.5,56,None,GIA,STK to THK,85%,Not brown,,,Shivam Jewels,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e,-38.00%,886,1476,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9zandvcmxkaW1nLmF6dXJlZWRnZS5uZXQvc2ppbWcvaW1hZ2VzL1Zpc2lvbjM2MC5odG1sP2Q9RzQ0OC0xNDEwNzU=,256,https://nivoda-images.s3.eu-west-2.amazonaws.com/7ddaf799-42c0-4cd6-9bd4-6df19c823457.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352339954.pdf,,,,IN,N
,214-973-26-B,1358117774,PEAR,1,H,VS1,-,EX,VG,STG,Blue,9.36,5.63,3.11,55.3,64,None,GIA,THK to ETK,100%,Not brown,Not green,Not milky,Chintamani gems,0e198698-1f5c-499c-ac8e-eb508a168c66,-42.00%,3091,3091.4,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1358117774.pdf,,,,IN,N
,LD19093065,1333764817,ROUND,0.2,E,VS1,EX,EX,EX,NON,,3.81,3.8,2.28,59.8,59,NON,GIA,THN to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,9.00%,281,1403.45,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/66939548-58a8-4027-81a7-eeebce83bdde.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19093065.pdf,,,,IN,N
,LD200110000,7346786039,ROUND,0.2,F,VVS2,EX,EX,VG,NON,,3.82,3.83,2.26,59,62,None,GIA,MED,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-3.00%,282,1411,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/11c170ae-9be7-40be-bd19-1e58f88087b1.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7346786039.pdf,,,,IN,N
,LD19124890,5346418849,ROUND,0.24,D,VS2,EX,EX,EX,FNT,,4.04,4.02,2.44,60.4,59,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-4.00%,350,1459.42,,,,https://www.laxmidiamond.com/certifiedstone/certificate/LD19124890.pdf,,,,IN,N
,YZ09130804809,6351241300,ROUND,0.5,I,VVS2,G,EX,VG,FNT,,4.8,4.88,3.21,66.3,57,None,GIA,STK to VTK,100%,,,,China Star ,3a1357c1-60d9-4cdc-96d7-7a9bebec3568,-56.35%,663,1325.84,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/7989aab4-9f03-4774-b10f-37cf798d4c52.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351241300.pdf,,,,HK,N
,159C-82-A,7348037594,OVAL,0.5,E,VVS2,-,EX,EX,MED,Blue,6.52,4.52,2.72,60.2,56,None,GIA,MED to THK,100%,,,,Paladiya Brothers & co,e6c24977-7efd-4b1c-95c4-1aca4bed604a,-56.02%,690,1379.4,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7348037594.pdf,,,,IN,N
,LD19124194,7348405446,ROUND,0.26,D,VVS1,EX,EX,EX,NON,,4.09,4.07,2.54,62.3,59,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,19.00%,510,1959.81,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/7e223803-b82d-420d-ad34-41409b8d5d93.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19124194.pdf,,,,IN,N
,LD19125232,5346417082,ROUND,0.2,F,VVS2,EX,EX,EX,NON,,3.76,3.73,2.34,62.5,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,1.00%,293,1463,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/622f445a-0792-4026-9501-dc348e4c5ac8.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19125232.pdf,,,,IN,N
,LD20017109,5346712430,ROUND,0.72,F,VS2,EX,EX,EX,STG,Blue,5.76,5.73,3.56,61.9,58,NON,GIA,MED,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-49.00%,1731,2404.65,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/89148d2b-d8e4-4f78-8198-fcaafae645b4.jpg,https://certifiedstone.info/certificate/LD20017109.pdf,,,,IN,N
,LD20014573,7348639436,ROUND,0.45,D,VS1,EX,EX,EX,NON,,4.89,4.94,3.06,62.2,56,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-26.50%,989,2198.18,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/c3d6e574-1bbd-4a77-a27d-f31f833f8f55.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7348639436.pdf,,,,IN,N
,LD19124202,1347405150,ROUND,0.26,D,VVS1,EX,EX,EX,NON,,4.11,4.09,2.52,61.6,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,26.00%,538,2068.38,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/b82bb3c9-b677-46f7-ae7a-1ea015650098.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19124202.pdf,,,,IN,N
,LD19124638,6342418224,ROUND,0.27,E,IF,EX,EX,EX,NON,,4.2,4.18,2.57,61.3,59,NON,GIA,STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,21.00%,536,1986.59,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/00e38662-41ba-4d06-9559-c84f75d76599.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19124638.pdf,,,,IN,N
,LD20020692,1345866247,ROUND,0.3,F,IF,VG,VG,VG,NON,,4.22,4.18,2.69,64.2,58,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-40.00%,498,1660,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ff1be5c4-2cc8-470a-9b53-af4e390fbd60.jpg,https://certifiedstone.info/certificate/LD20020692.pdf,,,,IN,N
,LD19125225,7348419473,ROUND,0.25,D,VS2,EX,EX,EX,NON,,4.06,4.03,2.53,62.6,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,9.00%,409,1635.08,,,,https://www.laxmidiamond.com/certifiedstone/certificate/LD19125225.pdf,,,,IN,N
,42347,1348673923,ROUND,0.6,F,SI2,EX,EX,EX,STG,Blue,5.45,5.48,3.31,60.6,60,None,GIA,MED to STK,,,,,Honey Exports,72049570-7cc1-4b52-afd0-a0251e6485b0,-46.00%,840,1400,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f3873171-1591-4d6e-833c-6428af04d1f7.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1348673923.pdf,,,,IN,N
,LD19124595,7341417005,ROUND,0.25,F,VS1,EX,EX,EX,NON,,4.05,4.04,2.49,61.6,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,2.00%,384,1537.84,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/6fb7bc62-18bf-42c9-9357-10679627e4c2.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19124595.pdf,,,,IN,N
,LD200111115,7346840773,PRINCESS,0.51,F,VVS2,-,EX,VG,NON,,4.39,4.39,3.11,70.8,70,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-45.52%,780,1529.82,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ef48c66f-1e15-4e29-90ae-6bac81c5e757.jpg,https://certifiedstone.info/certificate/LD200111115.pdf,,,,IN,N
,LD19082004,7332482026,ROUND,0.2,E,VS1,EX,EX,EX,NON,,3.74,3.76,2.31,61.4,58,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,9.00%,281,1403.45,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e099079a-55f5-4942-8c24-3d55cd68eed1.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7332482026.pdf,,,,IN,N
,42798,2347975611,ROUND,0.3,K,VVS1,EX,EX,EX,FNT,,4.28,4.31,2.67,62.2,58,None,GIA,MED to STK,100%,,,,Honey Exports,72049570-7cc1-4b52-afd0-a0251e6485b0,-45.00%,294,980,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2347975611.pdf,,,,IN,N
,LD20015874,6341695024,ROUND,0.36,E,IF,EX,EX,EX,NON,,4.56,4.53,2.84,62.5,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-22.00%,816,2267.33,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ffc896a1-cd91-4605-a8d1-0dee6d970f8c.jpg,https://certifiedstone.info/certificate/LD20015874.pdf,,,,IN,N
,LD20051055,1355405802,ROUND,0.3,E,VVS1,VG,EX,EX,FNT,,4.23,4.27,2.65,62.3,61,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-47.00%,443,1478,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/3bfe2822-5d26-44f2-9514-47bcead1ae79.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1355405802.pdf,,,,IN,N
,SARADIAMONDSPRIVATELIMITED200409,2347381731,ROUND,0.5,J,SI2,GD,EX,VG,MED,Blue,4.99,4.91,3.28,66.3,55,NON,GIA,VTN to THK,,,,,Sara Diamonds,97fcb0ad-7258-4c97-8e84-5716becf2442,-47.00%,560,1120,,,,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2019/12/23/2347381731.pdf,,,,IN,N
,LD20014704,5346652216,ROUND,0.5,D,VS2,VG,VG,EX,NON,,5.01,5.04,3.14,62.5,61,None,GIA,MED to THK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-47.50%,1028,2055,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/429d6ccd-4f27-4dd9-9cbe-d66d2ed9d425.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5346652216.pdf,,,,IN,N
,LD20030993,7351187820,ROUND,0.31,F,VVS2,EX,EX,EX,NON,,4.31,4.33,2.68,62,57,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-29.50%,533,1718.29,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9jZXJ0aWZpZWRzdG9uZS5pbmZvL3ZpZXdlci92aXNpb24zNjAuaHRtbD9kPUxEMjAwMzA5OTM=,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/baf49475-7b06-40ba-8e8c-8b8adfc68f50.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7351187820.pdf,,,,IN,N
,LD20031042,5353187789,ROUND,0.4,E,VS2,EX,EX,EX,FNT,,4.7,4.73,2.97,63.1,56,None,GIA,THN to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-42.00%,610,1525,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9jZXJ0aWZpZWRzdG9uZS5pbmZvL3ZpZXdlci92aXNpb24zNjAuaHRtbD9kPUxEMjAwMzEwNDI=,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/0025acce-41c6-4c2b-ae3e-ce771cddbc83.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353187789.pdf,,,,IN,N
,LD20014093,7342632210,ROUND,0.26,D,VS1,EX,EX,EX,NON,,4.07,4.08,2.55,62.6,57,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,11.00%,431,1658.23,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/cd93168b-fb53-4c5f-823e-b327764dc572.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7342632210.pdf,,,,IN,N
,LD20031063,1359188245,ROUND,0.3,F,VVS2,EX,EX,EX,NON,,4.3,4.32,2.65,61.4,60,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-29.50%,516,1721.5,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9jZXJ0aWZpZWRzdG9uZS5pbmZvL3ZpZXdlci92aXNpb24zNjAuaHRtbD9kPUxEMjAwMzEwNjM=,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/29977dfd-8025-4540-bec9-929d2eafc305.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1359188245.pdf,,,,IN,N
,LD20014883,5346651071,PRINCESS,0.61,I,VS1,-,EX,VG,NON,,4.44,4.37,3.47,79.5,71,NON,GIA,THK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-38.95%,775,1270.18,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f79477a7-6a7d-4860-b092-3d2527492bae.jpg,https://certifiedstone.info/certificate/LD20014883.pdf,,,,IN,N
,LD20020549,2347865915,ROUND,0.5,J,VVS1,EX,EX,EX,NON,,5.08,5.05,3.16,62.4,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-36.00%,862,1724,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ba3d721c-f5a3-4845-8ba7-8996db7a1e8a.jpg,https://certifiedstone.info/certificate/LD20020549.pdf,,,,IN,N
,SARADIAMONDSPRIVATELIMITED183058-B,2298756638,ROUND,0.9,I,SI2,G,EX,VG,NON,,5.96,5.99,3.89,65.2,61,None,GIA,THK to VTK,,,,,Sara Diamonds,97fcb0ad-7258-4c97-8e84-5716becf2442,-44.00%,2015,2238.6,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2298756638.pdf,,,,IN,N
,LD20014273,1343632129,ROUND,0.3,F,VS1,EX,EX,EX,FNT,,4.35,4.33,2.58,59.3,61,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-40.50%,405,1349.5,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e29612f8-735c-4b12-a6cf-3d4e46be085c.jpg,https://certifiedstone.info/certificate/LD20014273.pdf,,,,IN,N
,LD20021194,2346880311,ROUND,0.26,E,VVS1,EX,EX,EX,NON,,4.06,4.08,2.51,61.7,59,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,19.00%,510,1959.88,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/6b694d31-b6c5-48e9-a265-b196891cf509.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2346880311.pdf,,,,IN,N
,LD20014850,6341638220,ROUND,0.31,F,VVS1,EX,EX,EX,NON,,4.33,4.32,2.66,61.6,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-31.50%,561,1809.29,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/dfd9f912-5998-49fb-8e4c-b9778c7dcc31.jpg,-,,,,IN,N
,B9-299,2356327129,ROUND,0.38,J,VVS2,EX,EX,EX,NON,,4.63,4.66,2.88,62,58,None,GIA,MED to STK,100%,Not brown,,Not milky,Super Solitaire Hk Ltd,3ccba1c2-3018-4066-8aaa-e73401d0c3d4,-36.10%,443,1165.24,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356327129.pdf,,,,HK,N
,LD20025877,6352036689,ROUND,1.05,E,VS1,EX,EX,EX,STG,Blue,6.52,6.57,4.02,61.4,60,None,GIA,STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-55.48%,4840,4609.19,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/7cde21c8-3819-4990-a6e8-fc1d2f9802fa.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352036689.pdf,,,,IN,N
,LD19042836,5323536482,OVAL,0.52,E,SI1,-,EX,VG,NON,,6.38,4.53,2.94,64.9,61,None,GIA,MED to THK,90%,Not brown,Not green,Light Milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-47.65%,656,1261.69,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MDQyODM2,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/05ac1b44-3ccb-446d-a629-d56346875c68.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5323536482.pdf,,,,IN,N
,B9-238,7353327269,ROUND,0.36,H,VVS1,EX,EX,EX,FNT,,4.53,4.56,2.83,62.2,58,None,GIA,THN to STK,100%,Not brown,,Not milky,Super Solitaire Hk Ltd,3ccba1c2-3018-4066-8aaa-e73401d0c3d4,-37.10%,506,1404.22,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7353327269.pdf,,,,HK,N
,5979-59,1355395245,OVAL,0.52,E,SI1,-,EX,EX,FNT,,6.37,4.43,2.88,65.1,59,None,GIA,MED to THK,100%,Not brown,Not green,Not milky,Narola Gems,e9f9f355-789c-4cb2-869a-4a02587576a7,-42.18%,721,1387.44,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/3b026f03-3054-442a-867e-5b45dd4f0668.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1355395245.pdf,,,,IN,N
,6012-3,6351373533,ROUND,0.5,D,SI1,EX,EX,VG,FNT,,5.14,5.17,3.06,59.4,61,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Narola Gems,e9f9f355-789c-4cb2-869a-4a02587576a7,-55.15%,792,1584.78,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/8d5b5542-14ad-4647-8a19-20e9048e5c58.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351373533.pdf,,,,IN,N
,6053-5,2357397122,ROUND,0.45,I,VS1,EX,EX,EX,NON,,4.89,4.9,3.05,62.3,58,None,GIA,MED to STK,100%,Very Light Brown,,,Narola Gems,e9f9f355-789c-4cb2-869a-4a02587576a7,-38.78%,581,1291.02,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/bcb5e692-91fe-4d5f-828c-52bd2f44877d.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357397122.pdf,,,,IN,N
,LD19120683,5346273922,ROUND,1.02,H,VS1,VG,EX,EX,NON,,6.3,6.25,4.05,64.5,58,NON,GIA,THK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-42.47%,4451,4363.42,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MTIwNjgz,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/ea862f86-b6de-4832-80a6-3766f00d7eb4.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19120683.pdf,,,,HK,N
,ALD06032012,7348861550,ROUND,0.3,D,VVS1,EX,EX,EX,NON,,4.31,4.29,2.61,60.7,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-26.54%,647,2157,,,,,,,,IN,N
,G429-138741,2.00E+11,ROUND,1,I,SI2,EX,EX,EX,NON,,6.45,6.51,3.91,60.2,61,0,HRD,MED,70%,,,,Shivam Jewels,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e,-58.00%,2109,2109.45,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9zandvcmxkaW1nLmF6dXJlZWRnZS5uZXQvc2ppbWcvaW1hZ2VzL1Zpc2lvbjM2MC5odG1sP2Q9RzQyOS0xMzg3NDE=,256,https://nivoda-images.s3.eu-west-2.amazonaws.com/7b969a27-3bdd-4fc8-ab0c-58dd64407cbe.jpg,http://ws2.hrdantwerp.com/HRD.CertificateService.WebAPI/certificate?certificateNumber=200000046578&certificateType=CERT,,,,IN,N
,LD20023398,1348991361,ROUND,0.27,E,VS1,EX,EX,EX,NON,,4.16,4.14,2.59,62.3,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,5.00%,424,1570.63,,,,,,,,IN,N
,RLD19093525,6335785279,PEAR,1.51,D,IF,-,EX,EX,NON,,10.26,6.41,3.87,60.3,61,NON,GIA,STK to VTK,100%,,,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-46.00%,12789,8469.34,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MDkzNTI1,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/1d288853-2ac6-428a-80a2-5259f3e55b93.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19093525.pdf,,,,IN,N
,LD20024587,3355016638,ROUND,1.06,I,VS1,EX,EX,EX,MED,Blue,6.57,6.52,3.97,60.7,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-40.30%,4086,3854.92,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f8dffc21-797a-4601-af8b-37562de11281.jpg,,,,,HK,N
,LD20024635,7351017420,ROUND,1.2,I,SI1,EX,EX,EX,MED,Blue,6.79,6.73,4.21,62.3,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-37.17%,4482,3735.13,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/17dca582-7b7b-4ef5-bb24-149590a04e14.jpg,,,,,HK,N
,300-2288,1358121223,ROUND,0.3,H,VVS2,G,EX,VG,MED,Blue,4.17,4.19,2.73,65.4,58,None,GIA,THK to VTK,100%,Not brown,Not green,Not milky,Narola Gems,e9f9f355-789c-4cb2-869a-4a02587576a7,-48.80%,337,1123.9,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1358121223.pdf,,,,IN,N
,B7-161,2354095348,ROUND,0.54,H,IF,EX,EX,EX,NON,,5.21,5.24,3.22,61.7,58,None,GIA,MED to STK,100%,Not brown,,Not milky,Super Solitaire Hk Ltd,3ccba1c2-3018-4066-8aaa-e73401d0c3d4,-39.50%,1206,2233.56,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2354095348.pdf,,,,HK,N
,RLD18110709,5313305792,ROUND,0.46,D,VS1,VG,VG,VG,MED,Blue,4.81,4.84,3.08,63.8,57,None,GIA,THN to THK,100%,Not brown,Not green,Not milky,Laxmi,523f5320-903b-4939-8f99-c88e0d49c77b,-44.47%,771,1675.67,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE4MTEwNzA5,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/1f0c0c5f-ef1d-4df2-95a1-26f23f31b07f.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5313305792.pdf,,,,HK,N
