id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,lwratio,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,supplier_name,location,is_returnable,supplier_id,created_at,updated_at,deleted_at
58,EF3-4A,5353119046,PEAR,1.00,F,SI1,-,EX,GD,NON,,,8.64,5.28,3.48,65.8,56,NON,GIA,THK to ETK,100%,Not brown,Not green,,-45.00%,3025.00,3025.00,,,,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
59,EF3-14,6355070633,ROUND,1.02,E,SI2,EX,EX,EX,NON,,,6.43,6.41,4.02,62.6,57,NON,GIA,MED,100%,Not brown,Not green,,-38.00%,3920.88,3844.00,,,,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
60,EF1-5N,7356159128,ROUND,0.52,F,I2,VG,VG,VG,NON,,,5.09,5.15,3.16,61.8,58,None,GIA,MED to THK,100%,Not brown,Not green,,-42.00%,392.08,754.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356159128.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
61,EH1-2A,6355223646,ROUND,1.02,K,SI2,VG,VG,VG,NON,,,6.28,6.34,4.07,64.4,59,None,GIA,STK to THK,100%,Not brown,Not green,,-49.00%,1872.72,1836.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355223646.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
62,EH3-29,7358334592,ROUND,1.01,J,SI2,EX,EX,EX,NON,,,6.4,6.44,3.97,61.8,60,None,GIA,STK,100%,Not brown,Not green,,-45.00%,2499.75,2475.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7358334592.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
63,AST-39,1253676556,CUSHION MODIFIED,2.31,Fancy Yellowish Green,SI1,-,EX,VG,NON,,,7.21,7.19,4.77,66.4,60,None,GIA,VTK to ETK,100%,Not brown,Not green,,0.00%,34650.00,15000.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1253676556.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
64,S-15,1265812359,ROUND,3.51,D,SI2,EX,EX,EX,NON,,,9.77,9.74,6.02,61.7,58,NON,GIA,THN to MED,100%,Not brown,Not green,Light Milky,-31.00%,41172.30,11730.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/aaceb164-2bd4-46c4-874b-0caff853dea7.jpg,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2018/12/21/1265812359.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
65,AST-40,7276996011,CUSHION MODIFIED,2.63,Fancy Grayish Yellowish Green,VS2,-,VG,G,NON,,,8.48,7.25,4.76,65.7,60,None,GIA,THK to VTK,100%,Not brown,Not green,,0.00%,39450.00,15000.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7276996011.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
66,AST-B8,7306526701,ROUND,1.00,D,VVS1,EX,EX,VG,NON,,,6.4,6.45,3.9,60.7,61,None,GIA,MED to STK,100%,Not brown,Not green,,-43.00%,8208.00,8208.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7306526701.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
67,EI-4,1353384691,ROUND,2.01,K,VS2,EX,EX,EX,NON,,,8,8.07,5.05,62.9,57,None,GIA,MED to STK,100%,Not brown,Not green,,-33.00%,8753.55,4355.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353384691.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
68,EH1-2,1359388748,HEART,1.03,M,SI2,-,VG,G,NON,,,6.19,7.12,3.99,56,62,None,GIA,STK to THK,100%,Not brown,Not green,,-33.00%,1311.19,1273.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1359388748.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
69,EI-6,2356384704,ROUND,2.03,D,SI1,EX,EX,EX,NON,,,8.03,8.08,5.05,62.7,58,None,GIA,MED to STK,100%,Not brown,Not green,,-38.00%,18249.70,8990.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356384704.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
70,EC-8A,2357389810,PEAR,0.52,I,SI1,-,EX,VG,NON,,,6.75,4.5,2.93,65.3,60,None,GIA,MED to THK,100%,Not brown,Not green,,-50.00%,468.00,900.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357389810.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
71,EH3-40,7351388555,ROUND,1.00,G,I1,EX,VG,VG,FNT,,,6.34,6.42,3.94,61.8,59,Very Small,GIA,MED to STK,100%,Not brown,Not green,,-39.00%,2379.00,2379.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7351388555.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
72,EH3-25,7352388540,ROUND,1.01,I,SI2,EX,EX,EX,MED,Blue,,6.36,6.4,4.03,63.2,56,None,GIA,THN to MED,100%,Not brown,Not green,,-48.00%,2573.48,2548.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7352388540.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
73,EH3-21,7353388573,ROUND,1.03,I,I1,EX,EX,EX,FNT,,,6.43,6.46,4.03,62.5,58,None,GIA,MED,100%,Not brown,Not green,,-39.00%,2073.39,2013.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7353388573.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
74,EH3-11,2354389012,PEAR,1.01,L,VS1,-,EX,G,STG,Blue,,8.39,5.49,3.62,65.9,56,None,GIA,MED to THK,100%,Not brown,Not green,,-48.00%,1418.04,1404.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2354389012.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
75,EH3-10,1359461324,HEART,1.52,G,SI1,-,EX,VG,MED,Blue,,7.36,8.12,4.46,54.9,58,None,GIA,MED to THK,100%,Not brown,Not green,,-48.00%,6086.08,4004.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1359461324.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
76,EH1-14,6351265337,MARQUISE,0.70,I,VS1,-,EX,VG,FNT,,,9.4,4.49,2.93,65.2,61,None,GIA,THK to VTK,100%,Not brown,Not green,,-33.00%,1266.30,1809.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351265337.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
77,EH3-9,6351373307,ROUND,1.51,N Very Light Brown,VS1,VG,VG,VG,NON,,,7.27,7.33,4.57,62.6,56,None,GIA,VTN to STK,100%,,,,-50.00%,2944.50,1950.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351373307.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
78,EH1-13,7356271016,ROUND,0.50,I,I1,EX,EX,EX,NON,,,5.06,5.09,3.2,62.9,56,None,GIA,THN to STK,100%,Not brown,Not green,,-27.00%,547.50,1095.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356271016.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
79,EH3-35,1353532832,OVAL,1.00,L,SI1,-,EX,VG,FNT,,,7.46,5.76,3.66,63.5,53,Medium,GIA,STK to VTK,100%,Not brown,Not green,,-45.00%,1320.00,1320.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353532832.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
80,EH3-79,5356532945,ROUND,2.05,I,I1,EX,EX,EX,FNT,,,8.09,8.13,5.08,62.6,57,None,GIA,MED to STK,100%,Not brown,Not green,,-27.00%,7781.80,3796.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5356532945.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
81,EH3-32,6352531909,PEAR,1.01,H,SI1,-,EX,VG,FNT,,,8.88,5.65,3.42,60.6,55,None,GIA,MED to THK,100%,Not brown,Not green,,-46.00%,2617.92,2592.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352531909.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
82,EH3-59,6355531935,MARQUISE,1.00,I,VS2,-,EX,VG,FNT,,,10.34,5.49,2.92,53.1,60,Small,GIA,THN to THK,100%,Not brown,Not green,,-30.00%,3080.00,3080.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355531935.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
83,TVDD7-1,7351585042,ROUND,4.08,D,SI1,EX,EX,EX,NON,,,10.14,10.21,6.37,62.6,56,None,GIA,MED to STK,100%,Not brown,Not green,,-29.91%,77211.14,18924.30,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7351585042.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
84,EH3-6,5356270419,ROUND,1.00,N Very Light Brown,SI2,VG,VG,VG,NON,,,6.44,6.48,3.83,59.3,60,Small,GIA,MED to THK,100%,,,,-50.00%,1400.00,1400.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5356270419.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
85,EH1-12A,2357284744,PRINCESS,0.32,E,VVS2,-,VG,VG,NON,,,3.85,3.75,2.72,72.5,78,None,GIA,VTK,100%,Not brown,Not green,,-43.00%,346.56,1083.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357284744.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
86,EF1-5F,2356272115,HEART,1.03,F,SI1,-,EX,VG,NON,,,5.91,7.03,4.25,60.4,57,None,GIA,MED to THK,100%,Not brown,Not green,,-44.00%,3172.40,3080.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356272115.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
87,EH3-1A,6352270418,ROUND,1.00,I,SI2,EX,VG,EX,NON,,,6.31,6.38,3.98,62.7,57,None,GIA,MED to STK,100%,Not brown,Not green,,-47.00%,2597.00,2597.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352270418.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
88,EH1-15,6352269741,EMERALD,0.85,E,VS1,-,VG,VG,NON,,,6.35,4.49,3.04,67.7,59,None,GIA,MED to STK,100%,Not brown,Not green,,-40.00%,2142.00,2520.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352269741.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
89,EH3-6A,2354270430,ROUND,1.00,N Very Light Brown,SI1,EX,EX,EX,NON,,,6.48,6.49,3.94,60.7,59,None,GIA,MED to STK,100%,,,,-48.35%,1652.80,1652.80,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2354270430.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
90,EF3-25I,1357278461,PEAR,0.54,Fancy Brownish Purple-Pink,SI1,-,VG,VG,NON,,,7.33,4.31,2.47,57.2,60,None,GIA,STK to ETK,,Not brown,Not green,,0.00%,4860.00,9000.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1357278461.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
91,EF3-25G,1353354940,PEAR,0.72,Fancy Purple-Pink,I1,-,VG,VG,NON,,,7.2,4.57,2.97,65.1,55,None,GIA,VTK to ETK,,Not brown,Not green,,0.00%,14400.00,20000.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353354940.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
92,EH3-30,7358502854,ROUND,1.01,G,I1,VG,EX,EX,MED,Blue,,6.39,6.42,3.98,62.2,59,None,GIA,MED to STK,100%,Not brown,Not green,,-45.00%,2166.45,2145.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7358502854.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
93,EH3-5,6355272620,ROUND,2.00,J,I1,EX,EX,EX,NON,,,8.04,8.1,5,62,59,None,GIA,STK,100%,Not brown,Not green,,-5.00%,9120.00,4560.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355272620.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
94,EH3-43,1355621372,ROUND,0.70,K,SI1,VG,EX,VG,FNT,,,5.55,5.6,3.59,64.3,57,None,GIA,STK to THK,100%,Not brown,Not green,,-47.00%,853.30,1219.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1355621372.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
95,EH3-11B,1357586757,ROUND,0.35,K,SI1,EX,EX,EX,STG,Blue,,4.48,4.51,2.84,63.2,55,None,GIA,STK,100%,Not brown,Not green,,-49.91%,210.38,601.09,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1357586757.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
96,EH3-47,1359585954,ROUND,0.53,M,VS1,EX,EX,EX,FNT,,,5.2,5.23,3.18,60.9,58,None,GIA,MED to STK,100%,Not brown,Not green,,-40.00%,508.80,960.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1359585954.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
97,EH3-41A,5356621190,ROUND,0.51,G,I1,EX,EX,EX,NON,,,5.1,5.12,3.19,62.4,58,None,GIA,MED to STK,100%,Not brown,Not green,,-40.00%,550.80,1080.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5356621190.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
98,EH3-84A,7356621019,ROUND,0.50,J,I1,VG,EX,VG,FNT,,,5.09,5.11,3.04,59.6,63,None,GIA,STK to THK,100%,Not brown,Not green,,-45.00%,385.00,770.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356621019.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
99,TV-2B,6355681281,ROUND,3.05,E,SI2,EX,EX,EX,NON,,,9.23,9.27,5.74,62.1,59,None,GIA,MED to STK,100%,Not brown,Not green,,-29.91%,34203.92,11214.40,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355681281.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
100,TV-6,6352681287,ROUND,2.03,J,I1,EX,EX,EX,NON,,,8.06,8.11,5.05,62.4,57,None,GIA,MED to STK,100%,Not brown,Not green,,-4.91%,9265.57,4564.32,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352681287.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
101,DM2-1A,2356227836,PEAR,0.30,Very Light Pink,SI2,-,VG,G,NON,,,6.44,3.76,2.24,59.7,59,None,GIA,STK to VTK,,Not brown,Not green,,0.00%,1050.00,3500.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356227836.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
102,EH3-71,7358678099,ROUND,0.50,K Faint Brown,SI2,EX,EX,EX,FNT,,,5.07,5.1,3.14,61.8,56,None,GIA,MED to STK,100%,,,,-54.00%,414.00,828.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7358678099.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
103,EJ-4A,2356691294,ROUND,0.30,E,VS2,EX,EX,EX,STG,Blue,,4.29,4.31,2.69,62.5,56,None,GIA,MED to STK,100%,Not brown,Not green,,-43.00%,393.30,1311.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356691294.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
104,EH3-1B,7356691154,PEAR,0.50,H,VS2,-,EX,G,NON,,,6.97,4.38,2.55,58.3,65,None,GIA,STK to ETK,100%,Not brown,Not green,,-40.00%,630.00,1260.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356691154.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
105,niv13,1355247359,ROUND,0.38,G,SI1,EX,EX,EX,NON,,,4.60,4.58,2.91,63.4,56,NON,GIA,MED to STK,,,,,-31.89%,440.00,1157.89,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/8200f7a2-58d9-4860-be48-caa46a4d9476.jpg,,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
106,niv14,1357593548,ROUND,0.40,G,SI1,VG,EX,VG,NON,,,4.61,4.57,2.96,64.5,57,NON,GIA,STK to THK,,,,,-37.50%,500.00,1250.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/344e41f8-5837-4813-9305-abf12790a8b0.jpg,,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
107,niv11,1359507313,ROUND,0.37,G,SI1,EX,EX,EX,NON,,,4.59,4.59,2.80,61.1,60,NON,GIA,MED to STK,,,,,-30.05%,440.00,1189.19,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/fb93102e-04b5-470f-ad02-5e3af7b89939.jpg,,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
108,niv10,2215022160,ROUND,0.38,H,SI2,EX,EX,EX,MED,Blue,,4.62,4.59,2.88,62.5,57,NON,GIA,MED to STK,,,,,-42.11%,330.00,868.42,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/71561e91-2dfd-4fd8-946a-2a5f4310bbfc.jpg,,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
109,niv9,2215022666,ROUND,0.38,G,SI1,EX,EX,VG,NON,,,4.63,4.58,2.90,62.9,55,NON,GIA,MED to STK,,,,,-33.44%,430.00,1131.58,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/bb82099f-18c3-47aa-962e-5dc9cbd4cfc8.jpg,,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
110,niv4,2296603413,ROUND,1.00,H,VS1,F,EX,EX,NON,,,6.00,5.96,4.13,69.0,56,NON,GIA,VTK to ETK,100%,,,,-57.43%,3150.00,3150.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/8ec7d92a-066f-42d8-8909-e46980580ceb.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD18066026.pdf,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
111,niv5,3345236071,MARQUISE,0.71,E,VVS2,-,EX,EX,FNT,,,8.83,4.68,2.91,62.3,55,NON,GIA,STK to THK,100%,,,,-43.02%,1780.00,2507.04,https://loupe360.com/diamond/3345236071/video/500/500,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/ac958477-12c9-45e9-83b4-622e4336aa7f.jpg,https://diamond.ankitgems.com:4443/CERTIMG/3345236071.JPG,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
112,niv1,5313060693,ROUND,0.40,H,SI2,VG,EX,VG,NON,,,4.71,4.68,2.93,62.4,58,NON,GIA,STK to THK,,,,,-44.12%,380.00,950.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/2d6e84cd-7fc8-4d7d-8f6f-dae6bc13ad1b.jpg,https://bsweb.s3.amazonaws.com/Media_Files/Certificate/5313060693.pdf,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
113,niv3,5346038558,ROUND,0.62,E,VS2,EX,EX,EX,NON,,,5.56,5.54,3.32,59.8,60,NON,GIA,MED to STK,,,,,-28.32%,1600.00,2580.65,https://loupe360.com/diamond/5346038558/video/500/500,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/be57304b-ca04-4330-bb6a-dc974cbfe58b.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19109199.pdf,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
114,niv18,6295580756,ROUND,0.50,G,SI2,EX,EX,EX,NON,,,5.03,5.07,3.15,62.4,57,None,GIA,STK,,,,,-41.67%,700.00,1400.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6295580756.pdf,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
115,niv7,6345652915,ROUND,0.70,G,SI2,VG,EX,VG,NON,,,5.49,5.55,3.56,64.5,59,None,GIA,MED to THK,,,,,-49.31%,1100.00,1571.43,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/7bf98082-8318-4967-b2ad-210a2c08d63f.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6345652915.pdf,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
116,niv16,7351519875,ROUND,0.37,G,SI1,EX,VG,EX,FNT,,,4.59,4.55,2.84,62.2,57,NON,GIA,MED to STK,,,,,-41.18%,370.00,1000.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/23737e54-b22e-414d-8c2a-488779478a96.jpg,,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
117,848748,10528436,OVAL,3.01,D,IF,-,VG,G,MED,Blue,,11.67,7.9,4.89,61.9,65,Very Small,GIA,VTN to VTK,100%,,,,-59.52%,53000.00,17607.97,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/7540ede2-b4c1-46ec-843f-b106fd5b080e.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/10528436.pdf,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
118,215668,6193447152,ROUND,3.50,I,VS1,VG,VG,VG,NON,,,9.88,10.03,5.81,58.4,62,None,GIA,THN to STK,100%,,,,-44.64%,31000.00,8857.14,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6193447152.pdf,,,NIVODA LIMITED,GB,N,3be11e6e-27a6-44fa-bf16-2989d86c8920,,,
119,EI-20A,1358688425,PEAR,0.70,F,VVS1,-,EX,VG,NON,,,8.03,5.15,2.78,54,68,None,GIA,THK to VTK,100%,Not brown,Not green,,-45.00%,1694.00,2420.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1358688425.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
120,EH3-51,1358687689,PEAR,1.00,M,SI1,-,EX,G,FNT,,,8.35,5.54,3.56,64.4,55,None,GIA,STK to VTK,100%,Not brown,Not green,,-46.00%,1080.00,1080.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1358687689.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
121,EH3-86,2357688514,ROUND,0.40,J,VS2,EX,EX,EX,MED,Blue,,4.72,4.75,2.95,62.3,55,None,GIA,MED to STK,100%,Not brown,Not green,,-43.00%,387.60,969.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357688514.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
122,EH3-64,3355687705,PEAR,1.00,H,SI2,-,EX,VG,FNT,,,8.96,5.23,3.49,66.7,55,None,GIA,STK to VTK,100%,Not brown,Not green,,-46.00%,2322.00,2322.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3355687705.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
123,EH3-39,5353688525,OVAL,0.80,J,SI2,-,EX,VG,FNT,,,6.99,5.26,3.36,63.9,55,None,GIA,STK to VTK,100%,Not brown,Not green,,-35.00%,1040.00,1300.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353688525.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
124,EL-4,5353687937,ROUND,2.00,H,SI1,EX,EX,EX,NON,,,8.11,8.15,4.96,61,58,None,GIA,MED to STK,100%,Not brown,Not green,,-36.00%,13440.00,6720.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353687937.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
125,EH3-66A,6351688435,PEAR,0.79,K,SI1,-,VG,G,NON,,,8.18,5.21,3.05,58.5,57,Small,GIA,VTN to VTK,100%,Not brown,Not green,,-40.00%,758.40,960.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351688435.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
126,EI-6A,6351687719,HEART,1.02,E,SI1,-,EX,VG,NON,,,6.24,7.12,3.89,54.6,58,None,GIA,MED to THK,100%,Not brown,Not green,,-49.00%,2965.14,2907.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351687719.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
127,AST-OM47,7352272715,ROUND,2.60,G,VS2,EX,EX,EX,STG,Blue,,8.87,8.93,5.41,60.8,60,None,GIA,MED to STK,100%,Not brown,Not green,,-35.00%,22815.00,8775.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7352272715.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
