id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,lwratio,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,supplier_name,location,is_returnable,supplier_id,created_at,updated_at,deleted_at
128,EH3-38,6352688404,PEAR,0.75,L,VS2,-,EX,EX,MED,Blue,,7.99,5.26,3.13,59.5,59,None,GIA,MED to THK,100%,Not brown,Not green,,-39.00%,732.00,976.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352688404.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
129,TV-3B,1353680997,PEAR,0.36,D,SI2,-,G,VG,MED,Blue,,6.37,4.02,2.38,59.2,59,None,GIA,STK to VTK,,,,,-44.91%,297.49,826.36,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353680997.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
130,DR1-2,7343302924,ROUND,2.01,G,SI2,EX,EX,EX,NON,,,8.13,8.10,4.99,61.5,57,NON,GIA,MED to STK,100%,Not brown,Not green,,-35.00%,12542.40,6240.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/8a4f89a3-4595-4aa2-9e7b-0762c488d219.jpg,https://www.gia.edu/report-check?reportno=7343302924,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
131,TVDD2-1,2357729405,ROUND,3.01,E,SI1,EX,EX,EX,NON,,,9.32,9.38,5.64,60.3,60,None,GIA,MED to STK,100%,Not brown,Not green,,-35.91%,37617.63,12497.55,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357729405.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
132,TVDD3-2,3355729495,PEAR,0.80,G,SI1,-,EX,EX,NON,,,8.34,5.31,3.03,57.1,59,None,GIA,STK to VTK,100%,Not brown,Not green,,-27.91%,1845.50,2306.88,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3355729495.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
133,TV-1,6352729383,HEART,3.50,D,VS1,-,EX,EX,NON,,,9.36,10.57,6,56.7,57,None,GIA,STK to VTK,100%,Not brown,Not green,,-27.91%,66863.47,19103.85,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352729383.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
134,TV-8B,3355729567,ROUND,0.70,K Faint Brown,VVS1,VG,VG,G,NON,,,5.56,5.61,3.5,62.6,58,Small,GIA,STK to THK,100%,Not brown,Not green,,-49.91%,981.76,1402.51,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3355729567.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
135,TV-3A,6351729381,PEAR,1.00,E,SI2,-,VG,VG,MED,Blue,,9.08,5.71,3.33,58.3,59,None,GIA,STK to THK,100%,Not brown,Not green,,-49.91%,2454.41,2454.41,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351729381.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
136,TV-8A,7351729560,ROUND,0.73,L Faint Brown,IF,EX,EX,EX,NON,,,5.78,5.8,3.59,61.9,58,None,GIA,MED to STK,100%,Not brown,Not green,,-36.91%,1243.50,1703.42,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7351729560.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
137,AST-KH01,7303915636,OVAL,3.02,H,VVS1,-,EX,EX,NON,,,10.66,8.22,5.38,65.40,57.00,,GIA,,100%,Not brown,Not green,,-36.00%,37689.60,12480.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/eef6015b-fbf3-447d-bcb1-34174f20ece4.jpg,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
138,AST-KH02,5326896715,EMERALD,3.01,E,VS2,-,EX,VG,NON,,,9.32,7.00,4.76,68.00,72.00,,GIA,,100%,Not brown,Not green,,-40.00%,38829.00,12900.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/040900c6-348c-4376-87d7-2bcf3f86a0cd.jpg,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
139,EH3-42A,1357586776,ROUND,0.36,G,VS1,VG,VG,EX,NON,,,4.5,4.52,2.86,63.4,56,None,GIA,MED to STK,100%,Not brown,Not green,,-31.94%,539.00,1497.22,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1357586776.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
140,EL-2,1355760312,ROUND,2.01,F,VS1,EX,EX,EX,NON,,,8.16,8.19,4.9,59.9,61,Very Small,GIA,STK,100%,Not brown,Not green,,-34.00%,23215.50,11550.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1355760312.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
141,EH3-50A,1358761457,ROUND,0.33,M,VS2,EX,EX,EX,FNT,,,4.39,4.42,2.74,62.2,58,None,GIA,MED to STK,100%,Not brown,Not green,,-40.00%,217.80,660.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1358761457.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
142,EH3-45,2354761282,ROUND,0.35,I,VVS1,EX,EX,EX,NON,,,4.48,4.51,2.82,62.7,57,None,GIA,MED to STK,100%,Not brown,Not green,,-38.00%,434.00,1240.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2354761282.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
143,EJ-1,2356760305,OVAL,3.50,D,VS2,-,EX,VG,NON,,,11.91,8.57,5.17,60.4,62,None,GIA,STK to THK,,,,,-20.00%,65800.00,18800.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356760305.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
144,EJ-2B,2358761247,ROUND,0.90,G,SI2,EX,VG,EX,NON,,,6.18,6.21,3.84,62,54,None,GIA,THN to STK,100%,Not brown,Not green,,-40.00%,2376.00,2640.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2358761247.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
145,EH3-57,5353761267,ROUND,0.42,H,SI1,EX,EX,EX,NON,,,4.82,4.85,2.96,61.2,58,None,GIA,MED to STK,100%,Not brown,Not green,,-26.00%,590.52,1406.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353761267.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
146,EJ-2C,5356760405,ROUND,2.01,H,SI2,EX,EX,EX,NON,,,8.11,8.14,4.95,60.9,60,None,GIA,STK,100%,Not brown,Not green,,-35.00%,12019.80,5980.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5356760405.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
147,EJ-3K,5356760694,ROUND,1.00,F,VS1,VG,VG,VG,FNT,,,6.5,6.55,3.82,58.5,61,None,GIA,MED to STK,100%,Not brown,Not green,,-48.10%,4982.40,4982.40,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5356760694.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
148,EL-6,5353760772,ROUND,1.50,L,SI2,VG,VG,VG,MED,Blue,,7.17,7.23,4.55,63.2,61,None,GIA,STK to THK,100%,Not brown,Not green,,-43.00%,3249.00,2166.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353760772.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
149,EF3-25,6217082329,HEART,0.74,Fancy Brown-Pink,I3,-,VG,G,NON,,,5.2,6.1,3.35,54.9,60,None,GIA,VTK to ETK,,Not brown,Not green,,0.00%,962.00,1300.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6217082329.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
150,EH3-2A,6352761273,ROUND,0.36,G,VS1,EX,EX,EX,NON,,,4.53,4.55,2.85,62.9,57,None,GIA,MED to STK,100%,Not brown,Not green,,-30.00%,554.40,1540.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352761273.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
151,EJ-7,7352760717,ROUND,1.50,H,I2,EX,EX,VG,NON,,,7.25,7.3,4.57,62.8,55,None,GIA,STK,100%,Not brown,Not green,,25.09%,4690.88,3127.25,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7352760717.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
152,TV-4E,1359729559,ROUND,0.33,G,SI2,EX,EX,EX,NON,,,4.4,4.41,2.76,62.6,57,None,GIA,MED to STK,100%,Not brown,Not green,,-37.91%,307.35,931.36,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1359729559.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
153,TV-5,7353788320,PEAR,2.01,F,VVS1,-,EX,EX,NON,,,10.52,7.01,4.33,61.8,63,None,GIA,THK to VTK,100%,Not brown,Not green,,-31.91%,21897.74,10894.40,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7353788320.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
154,TVDD7-2,2358729490,PEAR,0.50,D,VVS2,-,EX,VG,NON,,,6.67,4.31,2.76,64.1,60,None,GIA,VTK to ETK,100%,Not brown,Not green,,-44.91%,881.44,1762.88,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2358729490.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
155,TV-5I,2354780740,ROUND,0.30,D,SI1,G,VG,F,NON,,,4.28,4.32,2.58,59.9,60,None,GIA,STK to VTK,100%,Not brown,Not green,,-48.91%,306.54,1021.80,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2354780740.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
156,EH3-67,1358688542,CUSHION MODIFIED,0.53,Very Light Pink,IF,-,VG,G,FNT,,,4.76,4.67,2.81,60.2,66,None,GIA,STK to THK,100%,,,,0.00%,3551.00,6700.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1358688542.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
157,DH2-22,2326868824,ROUND,0.90,J,SI1,VG,VG,G,MED,Blue,,6.13,6.18,3.82,62.1,59,None,GIA,MED to THK,100%,Not brown,Not green,,-52.00%,1641.60,1824.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/19e8f639-9d90-4909-9f5f-950d1e95709b.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2326868824.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
158,TVDD1-2,1358788317,OVAL,1.50,E,IF,-,VG,VG,NON,,,9.08,6.58,3.76,57.2,56,None,GIA,THK to VTK,100%,Not brown,Not green,,-29.91%,14193.22,9462.15,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1358788317.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
159,TV-7B,5353788321,PEAR,1.09,I,IF,-,EX,VG,NON,,,9.34,5.87,3.3,56.3,60,None,GIA,THK to VTK,100%,Not brown,Not green,,-41.91%,3355.86,3078.77,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353788321.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
160,DM1-12D,2336497368,PEAR,1.09,N,VVS1,-,EX,EX,FNT,,,9.3,5.83,3.5,60.2,56,None,GIA,STK to THK,100%,Not brown,Not green,,-43.66%,1473.85,1352.16,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2336497368.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
161,TVEE4-1,6355885751,PRINCESS,3.82,E,VS2,-,EX,EX,NON,,,8.77,8.67,6.22,71.8,72,None,GIA,MED to STK,100%,Not brown,Not green,,-27.91%,59207.52,15499.35,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355885751.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
162,TV-9,7351885774,ROUND,3.02,D,SI2,EX,EX,EX,NON,,,9.2,9.26,5.73,62.1,58,None,GIA,MED to STK,100%,Not brown,Not green,,-25.91%,38037.81,12595.30,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7351885774.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
163,TVEE3-1,7358885753,PRINCESS,2.01,E,SI1,-,EX,EX,NON,,,7.11,7.05,5,71,71,None,GIA,STK,100%,Not brown,Not green,,-44.91%,12734.05,6335.35,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7358885753.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
164,EL-1,1355687925,ROUND,2.01,D,SI2,EX,EX,VG,NON,,,8.09,8.15,4.96,61.1,59,None,GIA,STK,,Not brown,Not green,,-30.35%,16100.00,8009.95,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1355687925.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
165,EH3-21A,1353812738,ROUND,0.30,H,VVS1,EX,VG,VG,FNT,,,4.26,4.3,2.66,62.1,58,None,GIA,STK,100%,Not brown,Not green,,-42.00%,382.80,1276.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353812738.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
166,EL-1B,1355720996,PEAR,0.50,D,VS2,-,EX,VG,NON,,,7.01,4.39,2.71,61.6,55,None,GIA,STK to THK,,,,,-47.00%,742.00,1484.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1355720996.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
167,EH3-44,1355502862,ROUND,1.00,N Very Light Brown,SI2,EX,EX,EX,FNT,,,6.37,6.42,4.03,62.9,53,None,GIA,MED to STK,100%,,,,-44.55%,1552.60,1552.60,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1355502862.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
168,EL-3H,1355812726,ROUND,0.30,D,SI2,EX,EX,EX,NON,,,4.27,4.3,2.68,62.7,56,None,GIA,MED to STK,100%,Not brown,Not green,,-29.00%,362.10,1207.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1355812726.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
169,EL-4A,1359721001,ROUND,0.30,E,VS2,VG,EX,EX,NON,,,4.24,4.25,2.69,63.3,57,None,GIA,MED to STK,100%,Not brown,Not green,,-40.00%,414.00,1380.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1359721001.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
170,EH3-133A,1357899210,ROUND,0.51,G,SI1,EX,EX,EX,NON,,,5.15,5.19,3.15,61,58,None,GIA,MED to STK,100%,Not brown,Not green,,-29.00%,1086.30,2130.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1357899210.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
171,EH3-82,2356812619,ROUND,0.40,N,SI1,EX,EX,EX,FNT,,,4.67,4.71,2.98,63.5,56,None,GIA,MED to STK,100%,Not brown,Not green,,-48.00%,228.80,572.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356812619.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
172,EH3-65,2354812563,ROUND,0.40,I,VS2,EX,EX,EX,FNT,,,4.7,4.72,2.96,62.9,57,None,GIA,MED to STK,100%,Not brown,Not green,,-42.00%,440.80,1102.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2354812563.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
173,EH3-90,1359812924,ROUND,0.50,K,SI1,EX,EX,EX,FNT,,,5.11,5.14,3.11,60.7,59,None,GIA,MED to STK,,,,,-44.00%,532.00,1064.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1359812924.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
174,EF1-6S,2356812689,PEAR,0.50,D,I1,-,VG,VG,NON,,,7.02,4.43,2.51,56.7,65,Very Small,GIA,STK to ETK,100%,Not brown,Not green,,-34.00%,561.00,1122.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356812689.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
175,EJ-5,2356721007,ROUND,0.51,E,VVS1,EX,EX,EX,NON,,,5.15,5.17,3.14,60.8,58,None,GIA,MED to STK,100%,Not brown,Not green,,-32.00%,1699.32,3332.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356721007.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
176,EH3-1E,2356854137,PEAR,0.50,G,VS1,-,VG,VG,NON,,,7.02,4.41,2.75,62.2,51,None,GIA,MED to VTK,100%,Not brown,Not green,,-36.00%,768.00,1536.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356854137.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
177,EF3-16K,3355854150,PEAR,0.50,D,VS2,-,EX,VG,NON,,,7.16,4.43,2.78,62.9,58,None,GIA,MED to THK,,,,,-47.00%,742.00,1484.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3355854150.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
178,EH3-116,2356898998,ROUND,0.33,H,SI1,EX,EX,EX,STG,Blue,,4.39,4.42,2.74,62.3,58,None,GIA,MED to STK,100%,Not brown,Not green,,-43.00%,300.96,912.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356898998.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
179,EH1-24,5356364337,EMERALD,1.00,H,I1,-,EX,G,FNT,,,6.56,4.93,2.98,60.4,58,None,GIA,THK to VTK,100%,Not brown,Not green,,-35.00%,1755.00,1755.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5356364337.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
180,EJ-4E,6351720985,PEAR,0.52,D,SI2,-,EX,VG,STG,Blue,,7.21,4.65,2.69,57.8,54,None,GIA,THN to STK,100%,Not brown,Not green,,-44.00%,640.64,1232.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351720985.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
181,EH3-13,6351461537,PEAR,1.03,L,SI1,-,EX,VG,STG,Blue,,8.91,5.53,3.52,63.6,57,None,GIA,STK to VTK,100%,Not brown,Not green,,-48.00%,1285.44,1248.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351461537.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
182,EH3-48A,6351812679,ROUND,0.30,F,VVS2,EX,EX,EX,STG,Blue,,4.27,4.3,2.69,62.9,57,None,GIA,MED to STK,100%,Not brown,Not green,,-47.00%,397.50,1325.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351812679.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
183,EH2-3A,6351898917,PEAR,0.50,F,SI1,-,EX,G,NON,,,6.68,4.39,2.77,63.1,54,None,GIA,STK to VTK,100%,Not brown,Not green,,-46.00%,594.00,1188.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351898917.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
184,EH3-90A,6352812626,ROUND,0.30,I,VVS1,EX,EX,VG,FNT,,,4.25,4.27,2.66,62.5,57,None,GIA,MED to STK,100%,,,,-48.00%,312.00,1040.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352812626.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
185,EL-3B,6352852462,ROUND,0.30,D,VS2,EX,EX,EX,NON,,,4.34,4.36,2.67,61.3,56,None,GIA,MED to STK,100%,Not brown,Not green,,-30.00%,504.00,1680.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352852462.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
186,EJ-7I,6355720999,ROUND,0.30,F,I1,EX,EX,EX,NON,,,4.35,4.36,2.62,60,57,None,GIA,MED to STK,100%,Not brown,Not green,,-33.00%,261.30,871.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355720999.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
187,EF1-7M,6355732855,PEAR,0.51,F,VS2,-,EX,VG,NON,,,6.94,4.58,2.73,59.6,60,None,GIA,MED to STK,,,,,-39.00%,746.64,1464.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355732855.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
188,EH3-105,6355898481,ROUND,0.40,K Faint Brown,SI2,EX,EX,EX,FNT,,,4.82,4.85,2.86,59.1,59,None,GIA,MED,100%,,,,-45.00%,286.00,715.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355898481.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
189,EH3-120,6355899072,ROUND,0.50,J,I1,EX,EX,EX,MED,Blue,,5.12,5.14,3.12,60.8,58,Very Small,GIA,STK,100%,Not brown,Not green,,-39.00%,427.00,854.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355899072.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
190,EL-5A,6355824757,ROUND,1.03,E,I1,EX,EX,EX,FNT,,,6.48,6.52,4.04,62.1,55,None,GIA,MED,100%,Not brown,Not green,,-36.00%,2834.56,2752.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355824757.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
191,EH2-3C,7353733370,PEAR,0.70,G,SI1,-,EX,VG,NON,,,7.46,4.83,3.18,65.9,60,None,GIA,VTK to ETK,100%,Not brown,Not green,,-46.00%,1209.60,1728.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7353733370.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
192,EH3-22,7352502878,ROUND,1.01,M Faint Brown,I1,EX,EX,EX,STG,Blue,,6.46,6.48,3.89,60.2,60,Very Small,GIA,MED to STK,100%,Not brown,Not green,,-35.00%,1575.60,1560.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7352502878.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
193,EI-8B,6355899109,ROUND,0.30,D,SI2,EX,EX,EX,NON,,,4.36,4.37,2.65,60.6,59,None,GIA,THN to MED,100%,Not brown,Not green,,-30.00%,357.00,1190.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355899109.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
194,EH3-109,7356852444,ROUND,0.50,L,SI1,VG,EX,VG,FNT,,,5,5.06,3.2,63.6,57,None,GIA,THN to STK,100%,Not brown,Not green,,-44.00%,448.00,896.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356852444.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
195,EH3-95,7353898496,ROUND,0.51,J,SI1,EX,EX,EX,STG,Blue,,5.13,5.16,3.18,61.8,56,None,GIA,THN to MED,100%,Not brown,Not green,,-48.00%,583.44,1144.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7353898496.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
196,EJ-5H,6355899215,PEAR,0.36,G,SI2,-,EX,VG,NON,,,6.21,3.89,2.48,63.8,57,None,GIA,STK to THK,100%,Not brown,Not green,,-35.00%,280.80,780.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355899215.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
197,EJ-4G,6352899122,ROUND,0.36,G,VVS2,EX,EX,EX,STG,Blue,,4.59,4.62,2.77,60.2,59,None,GIA,MED to STK,100%,Not brown,Not green,,-39.00%,505.08,1403.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352899122.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
198,TV-9A,2356886339,ROUND,0.34,D,SI2,EX,EX,EX,NON,,,4.5,4.51,2.72,60.5,58,None,GIA,MED to STK,100%,Not brown,Not green,,-32.91%,387.78,1140.53,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356886339.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
199,TV-12E,7356885722,ROUND,1.00,G,I1,VG,VG,VG,NON,,,6.25,6.33,4.03,64,59,None,GIA,MED to THK,100%,Not brown,Not green,,-37.91%,2421.51,2421.51,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356885722.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
