id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,lwratio,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,supplier_name,location,is_returnable,supplier_id,created_at,updated_at,deleted_at
25,CE1-11,2337588532,MARQUISE,2.01,H,SI1,-,VG,G,NON,,,14.34,5.54,2.7,48.7,60,None,GIA,STK to ETK,100%,Not brown,Not green,,-55.00%,8230.95,4095.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/0G1bJaIKwI.mp4,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2337588532.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
26,DF-6A,2324693623,HEART,1.01,J,SI2,-,EX,VG,NON,,,5.75,7.01,4.21,60.1,61,None,GIA,THK to VTK,100%,Not brown,Not green,,-42.00%,1874.56,1856.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/62d8cc1c-8c8f-4a66-8617-8565828cb28e.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2324693623.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
27,DR5-3C,2347123854,ROUND,1.01,K,I1,EX,EX,EX,NON,,,6.44,6.46,3.96,61.4,58,None,GIA,MED to STK,100%,Not brown,Not green,,-24.00%,2226.04,2204.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2347123854.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
28,DK-15,5336108216,PEAR,0.40,I,SI1,-,VG,VG,NON,,,6.68,4.2,2.46,58.6,58,None,GIA,THK to VTK,100%,Not brown,Not green,,-38.00%,347.20,868.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/55276ab7-3961-440a-9413-a73325148665.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5336108216.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
29,DB1-19H,6335748132,PEAR,0.40,I,VS2,-,VG,VG,FNT,,,6.49,4.28,2.41,56.4,60,None,GIA,THK to VTK,100%,Not brown,Not green,,-43.00%,342.00,855.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/aaecd742-b7fb-4c56-8bce-7f818fc3004e.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6335748132.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
30,DF-17A,6325607558,PEAR,0.70,H,SI1,-,EX,G,NON,,,8.01,4.91,2.98,60.7,47,None,GIA,MED to VTK,100%,Not brown,Not green,,-45.00%,1116.50,1595.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6325607558.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
31,DG1-2N,6321535445,PEAR,0.80,F,VVS1,-,EX,VG,FNT,,,8.03,4.98,3.46,69.4,57,None,GIA,STK to THK,100%,Not brown,Not green,,-40.00%,2112.00,2640.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/0f74b9e9-8438-45ea-8a9a-ccbcdbb34eeb.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6321535445.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
32,DR2-1,6342370051,PEAR,2.00,E,SI1,-,EX,EX,NON,,,11.27,7.07,4.22,59.7,62,NON,GIA,STK to VTK,100%,Not brown,Not green,,-33.00%,15410.00,7705.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/8475741d-cc6e-4438-8196-6e1d2501be4e.jpg,https://www.gia.edu/report-check?reportno=6342370051,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
33,DR1-4B,6345123874,ROUND,2.50,F,SI2,EX,EX,EX,STG,Blue,,8.71,8.65,5.35,61.6,60,NON,GIA,MED to STK,100%,Not brown,Not green,,-36.00%,16000.00,6400.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/71e91d8f-358c-4866-9510-367b592f1447.jpg,https://www.gia.edu/report-check?reportno=6345123874,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
34,DJ1-3E,7331073794,PEAR,1.00,E,VVS2,-,EX,VG,NON,,,8.71,5.44,3.47,63.8,60,None,GIA,THK to VTK,100%,Not brown,Not green,,-41.00%,4602.00,4602.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/c3d913ff-8d43-4071-8b84-0baf7a05e6a2.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7331073794.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
35,DR3-2M,7348123869,ROUND,3.01,F,I1,EX,EX,EX,MED,Blue,,9.16,9.23,5.75,62.6,58,None,GIA,STK,100%,Not brown,Not green,,-11.00%,19555.97,6497.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7348123869.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
36,EE-2C,1343613186,ROUND,2.00,I,SI2,EX,EX,EX,NON,,,8.08,8.01,5.03,62.5,56,NON,GIA,MED to STK,100%,Not brown,Not green,,-37.00%,10458.00,5229.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e984ad09-003a-41ed-a4f9-5f3ad89193cf.jpg,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2020/1/15/1343613186.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
37,EE-2,1345613129,ROUND,2.03,I,SI2,EX,EX,EX,NON,,,8.25,8.20,4.91,59.7,60,NON,GIA,MED to STK,100%,Not brown,Not green,,-37.00%,10614.87,5229.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/95dc824c-8184-4afc-b30d-d8f99dc9ba37.jpg,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2020/1/15/1345613129.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
38,ED-13A,1348706575,ROUND,1.00,G,I1,VG,VG,VG,NON,,,6.45,6.53,3.79,58.4,64,None,GIA,MED to THK,100%,Not brown,Not green,,-42.00%,2262.00,2262.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1348706575.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
39,ED-5,1349446704,ROUND,2.51,H,SI1,EX,EX,EX,NON,,,8.65,8.60,5.43,63.0,56,NON,GIA,MED to STK,100%,Not brown,Not green,,-23.00%,20293.35,8085.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/79741a7a-9f09-43dd-b778-ca7182449374.jpg,https://www.gia.edu/report-check?reportno=1349446704,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
40,ED-3A,1349619634,ROUND,1.50,G,SI1,EX,EX,EX,NON,,,7.45,7.41,4.44,59.7,60,NON,GIA,MED to STK,100%,Not brown,Not green,,-37.00%,8316.00,5544.00,,,,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2020/1/16/1349619634.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
41,DR4-7E,2346558151,ROUND,0.81,E,I1,EX,EX,EX,NON,,,5.92,5.95,3.72,62.7,58,None,GIA,MED to STK,100%,Not brown,Not green,,-17.00%,1815.21,2241.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2346558151.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
42,ED-12A,2344539552,ROUND,1.50,L,SI1,EX,EX,EX,FNT,,,7.32,7.36,4.53,61.7,60,None,GIA,STK,100%,Not brown,Not green,,-36.00%,3936.00,2624.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2344539552.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
43,EF2-1B,2346613187,ROUND,3.00,D,SI2,EX,EX,EX,NON,,,9.2,9.26,5.66,61.3,61,None,GIA,MED to STK,100%,Not brown,Not green,,-27.00%,37230.00,12410.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2346613187.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
44,ED-6,2347502702,ROUND,2.03,D,SI2,EX,EX,EX,NON,,,8.10,8.07,5.04,62.4,58,NON,GIA,MED,100%,Not brown,Not green,,-33.00%,15641.15,7705.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/1909822d-5525-46c7-8699-451ca9963417.jpg,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2020/1/6/2347502702.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
45,EC-6,6342407231,ROUND,1.32,G,VS2,EX,EX,EX,NON,,,7.03,6.99,4.34,62.0,59,NON,GIA,MED to STK,100%,Not brown,Not green,,-28.00%,7508.16,5688.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/a3f5acb9-a79c-413c-a178-3ba5f903c473.jpg,https://www.gia.edu/report-check?reportno=6342407231,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
46,ED-7A,6352136902,ROUND,1.70,G,SI2,EX,EX,EX,FNT,,,7.66,7.62,4.73,61.9,58,NON,GIA,MED to STK,100%,Not brown,Not green,Light Milky,-32.00%,8323.20,4896.00,,,,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
47,DR2-6D,7346368180,ROUND,0.73,J,SI2,EX,EX,EX,STG,Blue,,5.75,5.73,3.59,62.5,57,NON,GIA,MED to STK,100%,Not brown,Not green,,-50.00%,876.00,1200.00,,,,https://www.gia.edu/report-check?reportno=7346368180,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
48,EG-1C,1349772256,PEAR,1.00,H,SI1,-,EX,VG,NON,,,9.05,5.59,3.30,59.1,62,VSM,GIA,STK to VTK,100%,Not brown,Not green,,-42.00%,2784.00,2784.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/40348b89-cb04-4b11-9cdc-648938e2223e.jpg,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
49,EF3-4,1349868299,ROUND,1.00,G,I1,EX,VG,VG,NON,,,6.35,6.37,3.96,62.3,59,None,GIA,MED to STK,100%,Not brown,Not green,,-37.00%,2457.00,2457.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1349868299.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
50,EF2-10,2344716985,ROUND,2.51,F,SI2,EX,EX,EX,NON,,,8.65,8.7,5.39,62.1,59,None,GIA,MED to STK,100%,Not brown,Not green,,-25.00%,18825.00,7500.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/d290373a-71c0-469f-abb4-e579a92c2e1d.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2344716985.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
51,DR5-9G,2346723355,PEAR,0.72,E,SI1,-,EX,VG,MED,Blue,,7.51,5.1,3.1,60.7,60,None,GIA,STK to VTK,100%,Not brown,Not green,,-55.91%,1142.81,1587.24,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2346723355.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
52,DR2-4E,2346772244,PEAR,1.01,D,SI2,-,EX,VG,MED,Blue,,8.49,5.65,3.59,63.6,57,NON,GIA,STK to VTK,100%,Not brown,Not green,,-51.00%,2523.99,2499.00,,,,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
53,EF1-2J,2347851866,ROUND,1.05,H,I1,EX,EX,EX,NON,,,6.57,6.59,3.96,60.1,60,None,GIA,THN to STK,100%,Not brown,Not green,,-32.00%,2641.80,2516.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2347851866.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
54,EF2-5C,2346820553,PEAR,0.80,E,SI1,-,EX,GD,NON,,,7.86,5.07,3.29,64.9,57,NON,GIA,THK to VTK,100%,Not brown,Not green,,-45.00%,1584.00,1980.00,,,,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
55,EF1-7N,2347776123,PEAR,0.70,G,I1,-,EX,G,NON,,,8.01,4.92,2.92,59.2,59,None,GIA,STK to VTK,100%,Not brown,Not green,,-34.00%,924.00,1320.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2347776123.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
56,EG-1A,3345773343,PEAR,0.70,G,VS2,-,EX,VG,NON,,,8.09,5.11,2.85,55.7,65,NON,GIA,MED to VTK,100%,Not brown,Not green,,-44.00%,1411.20,2016.00,,,,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
57,EF3-2A,3345760909,ROUND,0.91,F,IF,EX,EX,EX,NON,,,6.21,6.18,3.82,61.7,59,NON,GIA,MED to STK,100%,Not brown,Not green,,-36.00%,5358.08,5888.00,,,,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
58,EF1-2F,407913763,ROUND,1.01,H,I1,EX,VG,VG,NON,,,6.44,6.48,3.85,59.6,63,POINTED,IGI,MED to STK,100%,Not brown,Not green,,-52.91%,1759.75,1742.33,,,,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
59,EF2-4,6341770777,ROUND,2.50,D,SI1,EX,EX,EX,NON,,,8.75,8.78,5.31,60.5,59,None,GIA,STK,100%,Not brown,Not green,,-28.00%,26100.00,10440.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/51e07834-4a40-468c-9eca-940964ce59f5.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6341770777.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
60,EF2-10B,6342717604,ROUND,0.30,D,SI2,EX,EX,VG,NON,,,4.38,4.36,2.60,59.5,60,NON,GIA,MED,100%,Not brown,Not green,,-35.00%,331.50,1105.00,,,,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
61,ED-4,6342719599,OVAL,2.02,F,IF,-,EX,EX,NON,,,9.97,7.22,4.31,59.7,60,None,GIA,STK to THK,100%,Not brown,Not green,,-32.00%,24038.00,11900.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6342719599.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
62,EF3-3C,6345852362,ROUND,1.00,D,SI2,EX,VG,VG,NON,,,6.38,6.43,3.98,62,55,None,GIA,THN to STK,100%,Not brown,Not green,,-42.00%,3770.00,3770.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/aae3ad68-f46b-4e7d-b913-7a63cdd02f57.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6345852362.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
63,EF2-5,6342873625,PEAR,1.03,E,SI2,-,EX,VG,NON,,,9.11,5.54,3.39,61.1,57,NON,GIA,MED to THK,100%,Not brown,Not green,,-41.00%,2977.73,2891.00,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ed61abdc-3552-4e9a-9edb-008ce3794541.jpg,,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
64,EF1-7A,7346827345,ROUND,0.50,Faint Pink,VS2,GD,EX,EX,NON,,,5.1,5.12,3.13,61.3,60,None,GIA,MED to STK,100%,Not brown,Not green,,0.00%,1175.00,2350.00,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7346827345.pdf,,,African star (hk) ltd,HK,Y,f6e0efcb-9b29-42a6-9721-b7322986b542,,,
