ID,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,actual_supplier,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble
8870,912320,2196157728,EMERALD,0.90,I,SI2,-,VG,VG,NON,,6.01,4.83,3.45,71.4,61,NON,GIA,VTK,,Not brown,Not green,,unknown,-61.00%,1228.50,1365.00,,,,true,,
8871,624206301,6355062374,ROUND,0.90,F,I2,GD,VG,VG,MED,Blue,5.95,5.86,3.90,66.0,57,NON,GIA,STK to VTK,50%,Not brown,Not green,Not milky,unknown,-54.20%,824.40,916.00,,,http://www.pkstone.co.in/PK/bwcopy/624206301B.jpg,,,
8872,609900701,1335142612,ROUND,0.90,H,VS2,GD,EX,VG,NON,,5.86,5.95,3.89,65.9,55,,GIA,Very Thick,100%,Not brown,Not green,Very Light Milky,unknown,-55.52%,2322.00,2580.00,,,http://www.pkstone.co.in/PK/bwcopy/609900701B.jpg,http://www.pkstone.co.in/PK/CERTI/1335142612.jpg,,
8873,61129-GC,2326853824,EMERALD,0.90,I,VVS1,-,VG,VG,NON,,5.76,4.61,3.53,76.60,63.00,NON,GIA,VTK,100%,,,,unknown,-63.00%,1498.50,1665.00,,,http://220.158.137.43/imaged/61129/still.jpg,true,,
8874,201925-GC,6342850460,ROUND,0.90,D,VS1,GD,VG,GD,FNT,,5.99,5.88,3.86,65.1,55,NON,GIA,STK to VTK,100%,,,,unknown,-56.50%,3327.75,3697.50,,,http://220.158.137.43/imaged/201925/still.jpg,,,
8875,201336-GCC,6341758416,HEART,0.90,F,VS2,-,EX,GD,NON,,5.15,6.70,3.91,58.5,61,NON,GIA,VTK to ETK,,,,,unknown,-48.50%,2456.55,2729.50,,,http://220.158.137.43/imaged/201336/still.jpg,,,
8876,200981-GC,2357010655,CUSHION MODIFIED,0.90,E,SI2,-,VG,GD,NON,,5.73,4.97,3.64,73.3,61,NON,GIA,STK to VTK,0%,,,,unknown,-51.30%,1928.52,2142.80,,,http://220.158.137.43/imaged/200981/still.jpg,,,
8877,201889-GC,6355008619,CUSHION MODIFIED,0.90,F,SI2,-,EX,GD,STG,Blue,5.23,5.22,3.92,75.1,58,NON,GIA,THK to ETK,,,,,unknown,-61.00%,1509.30,1677.00,,,http://220.158.137.43/imaged/201889/still.jpg,,,
8878,SARADIAMONDSPRIVATELIMITED183231-C,1293958706,ROUND,0.90,I,SI1,GD,EX,VG,NON,,6.03,6.04,3.91,64.80,55.00,,GIA,Slightly Thick - Thick,,,,,unknown,-56.00%,1900.80,2112.00,,,http://www.raplab.com/reportcheck/Viewer/V360.aspx?d=757473,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2018/8/3/1293958706.pdf,,
8879,SARADIAMONDSPRIVATELIMITEDCC458,7236421421,ROUND,0.90,F,SI1,GD,EX,EX,NON,,5.98,6.01,3.87,64.50,56.00,,GIA,Thick - Very Thick,,,,,unknown,-51.00%,2557.80,2842.00,,,,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2016/8/11/7236421421.pdf,,
8880,127103,2228465935,ROUND,0.90,D,SI1,EX,EX,EX,STG,Blue,6.18,6.16,3.82,61.9,58,NON,GIA,THN to STK,,Not brown,Not green,,unknown,-44.43%,3251.14,3612.38,,,,true,,
8881,438488,7271288683,ROUND,0.90,G,SI2,VG,EX,EX,STG,Blue,6.18,6.15,3.86,62.6,57,NON,GIA,MED,,Not brown,Not green,,unknown,-49.30%,2144.61,2382.90,,,,true,,
8882,622903301,2346707334,ROUND,0.90,M,VS2,GD,EX,VG,NON,,5.96,5.90,3.88,65.4,54,NON,GIA,MED to VTK,100%,,,Not milky,unknown,-50.07%,1303.20,1448.00,,,http://www.pkstone.co.in/PK/bwcopy/622903301B.jpg,http://www.pkstone.co.in/PK/CERTI/2346707334.jpg,,
8883,614852,2306742453,ROUND,0.90,J,SI2,VG,VG,EX,VST,Blue,6.12,6.11,3.89,63.7,56,NON,GIA,STK,,Not brown,Not green,,unknown,-44.43%,1850.65,2056.28,,,,true,,
8884,829643,7296406032,ROUND,0.90,L,I1,VG,EX,GD,FNT,,6.16,6.14,3.87,63.0,55,NON,GIA,MED to THK,,Not brown,Not green,,unknown,-46.38%,965.25,1072.50,,,,true,,
8885,874087,2226017002,ROUND,0.90,I,I2,VG,VG,VG,NON,,6.04,6.03,3.87,64.0,58,NON,GIA,MED to THK,,Not brown,Not green,,unknown,-35.65%,984.56,1093.96,,,,true,,
8886,L281038801,6341290234,ROUND,0.90,I,VS1,VG,EX,GD,STG,Blue,6.07,5.98,3.84,63.6,57,NON,GIA,THN to THK,100%,Not brown,Not green,Not milky,unknown,-57.00%,2089.80,2322.00,,,http://www.pkstone.co.in/PK/bwcopy/L281038801B.jpg,http://www.pkstone.co.in/PK/CERTI/6341290234.jpg,,
8887,201063-GC,3345555264,CUSHION MODIFIED,0.90,J,SI1,-,EX,GD,NON,,5.28,5.09,3.97,77.9,62,NON,GIA,MED to VTK,,,,,unknown,-58.50%,1232.55,1369.50,,,http://220.158.137.43/imaged/201063/still.jpg,true,,
8888,212703401,1335964667,ROUND,0.90,Fancy Light Brown-Yellow,VS1,GD,EX,VG,MED,Blue,5.91,5.87,3.89,66.1,55,NON,GIA,THN to VTK,100%,,,Not milky,unknown,0.00%,681.30,757.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5wa3N0b25lLmNvLmluL3ZpZGVvLmFzcHg/dnN0cj0yMTI3MDM0MDEmb3Y9dA==,199,http://www.pkstone.co.in/PK/bwcopy/212703401B.jpg,http://www.pkstone.co.in/PK/CERTI/1335964667.jpg,,
8889,200364-GB,6331989179,EMERALD,0.90,G,SI2,-,VG,GD,NON,,6.11,4.57,3.26,71.3,68,NON,GIA,THK to VTK,,,,,unknown,-69.00%,1143.90,1271.00,,,http://220.158.137.43/imaged/200364/still.jpg,true,,
8890,65739-GC,7331181569,ROUND,0.90,E,SI2,GD,VG,GD,FNT,,5.95,5.87,3.93,66.50,58.00,NON,GIA,VTK,,,,,unknown,-61.10%,1890.54,2100.60,,,http://220.158.137.43/imaged/65739/still.jpg,true,,
8891,620403001,2348488603,ROUND,0.90,J,SI1,VG,EX,GD,NON,,6.07,5.95,3.89,64.7,56,NON,GIA,MED to THK,100%,Not brown,Not green,Not milky,unknown,-50.29%,1834.20,2038.00,,,http://www.pkstone.co.in/PK/bwcopy/620403001B.jpg,http://www.pkstone.co.in/PK/CERTI/2348488603.jpg,,
8892,626104801,7351056158,ROUND,0.90,E,SI1,GD,EX,VG,FNT,,5.94,5.85,3.89,66.0,55,NON,GIA,MED to VTK,100%,Not brown,Not green,Not milky,unknown,-52.84%,2589.30,2877.00,,,http://www.pkstone.co.in/PK/bwcopy/626104801B.jpg,,,
8893,625804001,1358023349,ROUND,0.90,H,VS2,GD,EX,VG,FNT,,5.92,5.83,3.91,66.5,59,NON,GIA,MED to VTK,100%,Not brown,Not green,Not milky,unknown,-50.45%,2586.60,2874.00,,,http://www.pkstone.co.in/PK/bwcopy/625804001B.jpg,,,
8894,622306601,6345665663,ROUND,0.90,H,VS1,VG,EX,GD,MED,,5.92,6.05,3.87,64.7,58,,GIA,Thick,100%,Not brown,Not green,Not milky,unknown,-56.16%,2446.20,2718.00,,,http://www.pkstone.co.in/PK/bwcopy/622306601B.jpg,http://www.pkstone.co.in/PK/CERTI/6345665663.jpg,,
8895,101967-IC,341868964,ROUND,0.90,J,SI2,GD,VG,VG,STG,,5.9,5.83,4,68.10,55.00,,IGI,VERY THICK,,,,,unknown,-65.60%,1145.52,1272.80,,,http://220.158.137.43/imaged/101967/still.jpg,true,,
8896,55684-GB,2326137447,CUSHION BRILLIANT,0.90,J,SI1,-,VG,VG,MED,,5.51,5.16,3.7,71.70,59.00,NON,GIA,THK,,,,,unknown,-64.70%,1048.41,1164.90,,,http://220.158.137.43/imaged/55684/still.jpg,true,,
8897,56624-GB,5202306603,EMERALD,0.90,F,SI2,-,VG,GD,FNT,,5.91,4.73,3.27,69.20,61.00,NON,GIA,VTK,,,,,unknown,-70.00%,1161.00,1290.00,,,http://220.158.137.43/imaged/56624/still.jpg,true,,
8898,64009-GC,1323997227,ROUND,0.90,G,I1,GD,VG,GD,NON,,6.07,6,3.73,61.70,63.00,NON,GIA,VTK,,,,,unknown,-46.70%,1630.98,1812.20,,,http://220.158.137.43/imaged/64009/still.jpg,true,,
8899,617003201,1333809538,ROUND,0.90,D,SI1,VG,EX,GD,STG,,5.93,6.11,3.87,64.3,55,,GIA,Thick,100%,Not brown,Not green,Not milky,unknown,-59.80%,2351.70,2613.00,,,http://www.pkstone.co.in/PK/bwcopy/617003201B.jpg,http://www.pkstone.co.in/PK/CERTI/1333809538.jpg,,
8900,623410901,6342836430,ROUND,0.90,L,SI2,GD,EX,GD,FNT,,5.93,5.82,3.93,66.8,56,NON,GIA,THK to VTK,100%,,,Not milky,unknown,-51.04%,1189.80,1322.00,,,http://www.pkstone.co.in/PK/bwcopy/623410901B.jpg,,,
8901,L296000201,6351056416,ROUND,0.90,M,VVS2,GD,EX,VG,FNT,,5.94,5.85,3.91,66.3,55,NON,GIA,MED to VTK,100%,,,Not milky,unknown,-51.91%,1385.10,1539.00,,,http://www.pkstone.co.in/PK/bwcopy/L296000201B.jpg,,,
8902,200376-GB,3335976506,ROUND,0.90,G,VS1,VG,EX,VG,NON,,6.04,5.99,3.84,63.8,58,NON,GIA,MED to THK,100%,,,,unknown,-42.90%,3443.13,3825.70,,,http://220.158.137.43/imaged/200376/still.jpg,true,,
8903,619905701,6342360039,ROUND,0.90,I,SI1,GD,EX,VG,NON,,5.92,5.82,3.92,66.7,57,NON,GIA,VTN to VTK,100%,Not brown,Not green,Not milky,unknown,-57.15%,1851.30,2057.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5wa3N0b25lLmNvLmluL3ZpZGVvLmFzcHg/dnN0cj02MTk5MDU3MDEmb3Y9dA==,199,http://www.pkstone.co.in/PK/bwcopy/619905701B.jpg,http://www.pkstone.co.in/PK/CERTI/6342360039.jpg,,
8904,69142-GB,7343172177,EMERALD,0.90,J,SI1,-,GD,GD,MED,Blue,5.83,4.42,3.36,76.0,63,NON,GIA,STK to VTK,,,,,unknown,-63.00%,1098.90,1221.00,,,http://220.158.137.43/imaged/69142/still.jpg,true,,
8905,68857-IC,400925165,CUSHION BRILLIANT,0.90,J,VS1,-,VG,VG,VSL,,5.03,5.25,3.99,79.30,61.50,,IGI,THICK (FACETED),100%,,,,unknown,-61.70%,1240.92,1378.80,,,http://220.158.137.43/imaged/68857/still.jpg,true,,
8906,625405801,7351046841,ROUND,0.90,L,SI2,GD,VG,F,FNT,,5.79,5.93,3.9,66.6,56,,GIA,Very Thick,100%,,,Not milky,unknown,-50.19%,1210.50,1345.00,,,http://www.pkstone.co.in/PK/bwcopy/625405801B.jpg,,,
8907,625403301,1358029974,ROUND,0.90,K,SI2,VG,VG,GD,FNT,,6.11,5.97,3.81,63.1,57,NON,GIA,THN to THK,100%,,,Not milky,unknown,-44.84%,1539.00,1710.00,,,http://www.pkstone.co.in/PK/bwcopy/625403301B.jpg,,,
8908,613202801,329853897,ROUND,0.90,L,VVS1,GD,EX,GD,VSL,,5.74,5.86,3.99,68.4,56,,IGI,Very Thick,100%,,,Not milky,unknown,-66.16%,1126.80,1252.00,,,http://www.pkstone.co.in/PK/bwcopy/613202801B.jpg,http://www.pkstone.co.in/PK/CERTI/329853897.jpg,,
8909,625615901,1358056132,ROUND,0.90,L,VS2,GD,EX,VG,FNT,,5.94,5.86,3.91,66.2,59,NON,GIA,MED to VTK,100%,,,Not milky,unknown,-49.25%,1461.60,1624.00,,,http://www.pkstone.co.in/PK/bwcopy/625615901B.jpg,,,
8910,624802601,2357012132,ROUND,0.90,F,VS2,VG,EX,GD,STG,Blue,6.13,5.97,3.82,63.2,62,NON,GIA,MED to THK,100%,Not brown,Not green,Not milky,unknown,-49.75%,3030.30,3367.00,,,http://www.pkstone.co.in/PK/bwcopy/624802601B.jpg,,,
8911,70217-GC,1345738658,CUSHION MODIFIED,0.90,J,SI1,-,VG,GD,MED,Blue,5.28,5.12,4.02,78.5,59,NON,GIA,STK to ETK,,,,,unknown,-62.00%,1128.60,1254.00,,,http://220.158.137.43/imaged/70217/still.jpg,true,,
8912,202334-GC,2354011703,ROUND,0.90,K,SI1,GD,VG,GD,FNT,,5.93,5.82,3.91,66.6,54,NON,GIA,STK to VTK,0%,,,,unknown,-50.00%,1485.00,1650.00,,,http://220.158.137.43/imaged/202334/still.jpg,,,
8913,64229-GB,7336023531,HEART,0.90,F,SI2,-,EX,VG,NON,,5.79,6.47,3.97,61.40,62.00,NON,GIA,THK,,,,,unknown,-56.20%,1695.06,1883.40,,,http://220.158.137.43/imaged/64229/still.jpg,true,,
8914,623601901,6341835874,ROUND,0.90,M,VS1,GD,EX,VG,STG,Blue,5.94,5.84,3.93,66.6,56,NON,GIA,THK to VTK,100%,,,Not milky,unknown,-55.00%,1215.00,1350.00,,,http://www.pkstone.co.in/PK/bwcopy/623601901B.jpg,,,
8915,622410801,1349628623,ROUND,0.90,J,VS2,GD,EX,VG,MED,Blue,5.91,5.82,3.90,66.5,58,NON,GIA,THK to VTK,100%,Light Brown,,Not milky,unknown,-58.91%,1590.30,1767.00,,,http://www.pkstone.co.in/PK/bwcopy/622410801B.jpg,http://www.pkstone.co.in/PK/CERTI/1349628623.jpg,,
8916,625617801,6351046842,ROUND,0.90,K,VS1,GD,EX,VG,FNT,,5.91,5.81,3.91,66.6,57,NON,GIA,MED to VTK,100%,,,Not milky,unknown,-47.05%,1763.10,1959.00,,,http://www.pkstone.co.in/PK/bwcopy/625617801B.jpg,,,
8917,55J1-8,389971468,ROUND,0.90,H,VVS2,GD,EX,VG,NON,,5.87,5.96,3.92,,56.50,,IGI,,100%,Not brown,,Not milky,unknown,-55.00%,2673.00,2970.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/55J1-8/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/55J1-8.pdf,,
8918,624302901,6341960388,ROUND,0.90,G,I1,GD,EX,VG,NON,,5.99,5.92,3.95,66.4,59,NON,GIA,THK to VTK,100%,Light Brown,,Not milky,unknown,-52.62%,1449.90,1611.00,,,http://www.pkstone.co.in/PK/bwcopy/624302901B.jpg,,,
8919,625614601,3355058539,ROUND,0.90,K,VS1,GD,EX,VG,FNT,,5.95,6,3.86,64.7,58,,GIA,Very Thick,100%,,,Not milky,unknown,-47.14%,1760.40,1956.00,,,http://www.pkstone.co.in/PK/bwcopy/625614601B.jpg,,,
8920,625613901,7351056065,ROUND,0.90,L,VS1,GD,VG,VG,FNT,,5.90,5.80,3.92,66.9,59,NON,GIA,STK to VTK,100%,,,Not milky,unknown,-52.85%,1442.70,1603.00,,,http://www.pkstone.co.in/PK/bwcopy/625613901B.jpg,,,
8921,30J1-33,7321633165,ROUND,0.90,G,VVS1,VG,EX,VG,NON,,6.08,5.99,3.89,64.4,57,NON,GIA,STK to THK,100%,Not brown,,Not milky,unknown,-48.00%,3744.00,4160.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/30J1-33/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/30J1-33.pdf,,
8922,56055-GC,5323357653,OVAL,0.90,H,SI2,-,VG,GD,FNT,,7.14,5.51,3.37,61.20,58.00,NON,GIA,VTK,,,,,unknown,-48.70%,1800.63,2000.70,,,http://220.158.137.43/imaged/56055/still.jpg,true,,
8923,623903501,6345828010,ROUND,0.90,L,VS1,VG,EX,GD,MED,Blue,6.07,5.96,3.87,64.3,54,NON,GIA,VTN to THK,100%,,,Not milky,unknown,-48.24%,1584.00,1760.00,,,http://www.pkstone.co.in/PK/bwcopy/623903501B.jpg,http://www.pkstone.co.in/PK/CERTI/6345828010.jpg,,
8924,66674-GB,1338224710,ROUND,0.90,G,SI1,GD,EX,VG,NON,,5.98,5.88,3.91,66.00,60.00,NON,GIA,VTK,,,,,unknown,-54.20%,2267.10,2519.00,,,http://220.158.137.43/imaged/66674/still.jpg,true,,
8925,59323-GC,2205306184,ROUND,0.90,E,SI2,VG,VG,GD,FNT,,6.08,6.01,3.86,63.9,54,NON,GIA,STK to THK,,,,,unknown,-55.90%,2143.26,2381.40,,,http://220.158.137.43/imaged/59323/still.jpg,true,,
8926,58570-GBW,5202359241,EMERALD,0.90,F,SI2,-,VG,GD,NON,,6.14,4.77,3.1,65.00,65.00,NON,GIA,ETK,,,,,unknown,-68.50%,1219.05,1354.50,,,http://220.158.137.43/imaged/58570/still.jpg,true,,
8927,1902358,1313929821,ROUND,0.90,F,FL,EX,EX,EX,NON,,6.24,6.2,3.83,61.5,60,NON,GIA,44.5,100%,Not brown,Not green,Not milky,unknown,37.03%,5610.60,6234.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5tc3VyZXNoY28uY29tL21zZ19yZXBvcnQuYXNwP3BhY2tldF9ubz0xOTAyMzU4,256,http://www.msureshco.com/stock_images/1902358-GB.jpg,http://www.gia.edu/cs/Satellite?pagename=GST%2FDispatcher&childpagename=GIA%2FPage%2FReportCheck&c=Page&cid=1355954554547&reportno=1313929821,,
8928,30J1-11,7326650900,ROUND,0.90,G,VVS2,GD,EX,GD,NON,,6.00,5.91,3.83,64.3,58,NON,GIA,THK to VTK,100%,Not brown,,Not milky,unknown,-49.00%,3304.80,3672.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/30J1-11/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/30J1-11.pdf,,
8929,64709-GCC,2336223915,EMERALD,0.90,E,SI1,-,VG,GD,FNT,,5.92,4.6,3.47,75.40,71.00,NON,GIA,ETK,,,,,unknown,-70.00%,1431.00,1590.00,,,http://220.158.137.43/imaged/64709/still.jpg,true,,
8930,71J1-25A1,407935903,ROUND,0.90,J,VVS1,EX,EX,EX,NON,,6.30,6.36,3.73,58.9,60,POINTED,IGI,,100%,Not brown,,Not milky,unknown,-33.00%,2954.70,3283.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/71J1-25A1/still.jpg,,,
8931,200674-GC,6341390944,ROUND,0.90,J,SI1,GD,EX,VG,STG,Blue,5.95,5.87,3.91,66.2,56,NON,GIA,STK to VTK,,,,,unknown,-54.70%,1671.57,1857.30,,,http://220.158.137.43/imaged/200674/still.jpg,true,,
8932,72H2-7,6281646428,ROUND,0.90,N,IF,VG,EX,VG,FNT,,6.06,6.14,3.88,,56.00,,GIA,,100%,Not brown,,Not milky,unknown,-43.00%,1795.50,1995.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/72H2-7/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/72H2-7.pdf,,
8933,27J1-24,6321736250,ROUND,0.90,H,VVS1,VG,EX,VG,NON,,6.11,6.06,3.91,64.2,56,NON,GIA,MED to STK,100%,Not brown,,Not milky,unknown,-45.00%,3465.00,3850.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/27J1-24/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/27J1-24.pdf,,
8934,66830-GB,7338264081,CUSHION BRILLIANT,0.90,J,SI1,-,VG,GD,NON,,5.27,5.2,3.7,71.20,63.00,NON,GIA,VTK,,,,,unknown,-58.70%,1226.61,1362.90,,,http://220.158.137.43/imaged/66830/still.jpg,true,,
8935,58727-GB,2327804226,CUSHION BRILLIANT,0.90,I,VS2,-,VG,GD,NON,,5.54,5.23,3.66,70.10,63.00,NON,GIA,THK,,,,,unknown,-60.20%,1468.62,1631.80,,,http://220.158.137.43/imaged/58727/still.jpg,true,,
8936,69267-GB,6342479704,RADIANT,0.90,I,VS2,-,VG,F,MED,Blue,6.38,4.90,3.10,63.3,65,NON,GIA,STK to VTK,,,,,unknown,-57.50%,1568.25,1742.50,,,http://220.158.137.43/imaged/69267/still.jpg,true,,
8937,624804501,1343940984,ROUND,0.90,G,SI1,GD,EX,GD,NON,,5.81,5.92,3.92,66.8,65,,GIA,Very Thick,100%,Not brown,Not green,Not milky,unknown,-53.05%,2323.80,2582.00,,,http://www.pkstone.co.in/PK/bwcopy/624804501B.jpg,,,
8938,211603401,7348219141,ROUND,0.90,K Faint Brown,I1,GD,EX,VG,NON,,5.92,5.86,3.89,66.1,55,VSM,GIA,STK to VTK,80%,Light Brown,,Not milky,unknown,-62.65%,773.10,859.00,,,http://www.pkstone.co.in/PK/bwcopy/211603401B.jpg,http://www.pkstone.co.in/PK/CERTI/7348219141.jpg,,
8939,623409301,7341808054,ROUND,0.90,I,SI1,GD,VG,GD,NON,,5.83,5.96,3.88,65.7,55,,GIA,Very Thick,100%,Not brown,Not green,Not milky,unknown,-59.90%,1732.50,1925.00,,,http://www.pkstone.co.in/PK/bwcopy/623409301B.jpg,,,
8940,201270-GB,5343783819,PEAR,0.90,F,SI1,-,EX,VG,NON,,8.45,5.30,3.25,61.4,59,NON,GIA,VTN to THK,,,,,unknown,-52.00%,2203.20,2448.00,,,http://220.158.137.43/imaged/201270/still.jpg,,,
8941,607804001,5323745062,ROUND,0.90," Q-R, Very Light Brown",VS2,GD,VG,GD,NON,,5.93,5.80,3.89,66.3,56,NON,GIA,THK to VTK,100%,Light Brown,,Not milky,unknown,-75.79%,631.80,702.00,,,http://www.pkstone.co.in/PK/bwcopy/607804001B.jpg,http://www.pkstone.co.in/PK/CERTI/5323745062.jpg,,
8942,201834-GB,2346850323,ROUND,0.90,J,VS1,GD,VG,VG,FNT,,6.08,6.00,3.78,62.5,58,NON,GIA,THK to VTK,100%,,,,unknown,-52.00%,1944.00,2160.00,,,http://220.158.137.43/imaged/201834/still.jpg,,,
8943,22H-2,265717213,ROUND,0.90,I,VVS1,VG,EX,VG,NON,,6.03,6.08,3.89,,56.00,,IGI,,100%,Not brown,,Not milky,unknown,-52.00%,2592.00,2880.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/22H-2/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/22H-2.pdf,,
8944,87G1-2,239682146,EMERALD,0.90,I,SI1,-,VG,VG,NON,,6.13,4.62,3.07,,60.50,,IGI,,,Not brown,,Not milky,unknown,-63.00%,1298.70,1443.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/87G1-2/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/87G1-2.pdf,,
8945,606903901,5326722072,ROUND,0.90,,VS1,GD,VG,GD,NON,,5.76,5.93,3.9,66.8,56,,GIA,Very Thick,100%,Strong Brown,,Not milky,unknown,0.00%,603.90,671.00,,,http://www.pkstone.co.in/PK/bwcopy/606903901B.jpg,http://www.pkstone.co.in/PK/CERTI/5326722072.jpg,,
8946,61522-GFF,6321772014,ROUND,0.90,L Faint Brown,VS2,GD,VG,F,STG,Blue,6.01,5.78,3.89,65.9,54,NON,GIA,THN to VTK,,,,,unknown,-62.10%,1091.52,1212.80,,,http://220.158.137.43/imaged/61522/still.jpg,true,,
8947,624803901,2344981521,ROUND,0.90,I,VS2,VG,EX,GD,NON,,6.06,6.00,3.84,63.7,56,NON,GIA,THK,100%,Not brown,Not green,Not milky,unknown,-46.78%,2442.60,2714.00,,,http://www.pkstone.co.in/PK/bwcopy/624803901B.jpg,,,
8948,59401-GC,7321623722,ROUND,0.90,F,SI1,GD,VG,VG,NON,,5.97,5.88,3.9,65.80,57.00,NON,GIA,VTK,,,,,unknown,-55.00%,2349.00,2610.00,,,http://220.158.137.43/imaged/59401/still.jpg,true,,
8949,7J1-9,350875824,PRINCESS,0.90,F,SI2,-,VG,VG,NON,,5.35,5.27,3.89,,71.50,,IGI,,,Not brown,,Not milky,unknown,-51.00%,1896.30,2107.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/7J1-9/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/7J1-9.pdf,,
8950,51J-2,5336569092,ROUND,0.90,H,VS1,VG,EX,VG,NON,,6.34,6.27,3.68,58.4,62,NON,GIA,MED to STK,100%,Not brown,,Not milky,unknown,-43.00%,3180.60,3534.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/51J-2/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/51J-2.pdf,,
8951,603703201,2324279234,CUSHION MODIFIED,0.90,Fancy Light Pink-Brown,SI2,-,EX,GD,MED,Blue,5.42,5.11,3.47,67.9,56,NON,GIA,ETK,100%,,,Not milky,unknown,0.00%,2729.70,3033.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5wa3N0b25lLmNvLmluL3ZpZGVvLmFzcHg/dnN0cj02MDM3MDMyMDEmb3Y9dA==,67,,http://www.pkstone.co.in/PK/CERTI/2324279234.jpg,,
8952,62J2-51A1,1347354200,ROUND,0.90,L,SI1,VG,EX,EX,MED,Blue,6.28,6.23,3.73,59.7,63,NON,GIA,MED to STK,,Not brown,,Not milky,unknown,-41.00%,1593.00,1770.00,,,https://www.kbstone.in/files/Dia%20Image/newvideos/imaged/62J2-51A1/still.jpg,https://www.kbstone.in/files/Dia%20Image/imges/cert/62J2-51A1.pdf,,
8953,69085-GC,5346357962,CUSHION MODIFIED,0.90,I,VVS2,-,VG,GD,MED,Blue,5.38,5.12,3.88,75.7,54,NON,GIA,MED to ETK,100%,,,,unknown,-59.50%,1603.80,1782.00,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy52YWlzaGFsaWdlbXMuY29tL0RpYW1vbmREZXRhaWxzLmFzcHg/ZG1zdG9ja2lkPTY5MDg1LUdD,256,http://220.158.137.43/imaged/69085/still.jpg,true,,
8954,625204001,2348864330,ROUND,0.90,G,SI1,GD,VG,GD,NON,,5.82,5.93,3.92,66.7,58,,GIA,Very Thick,100%,Not brown,Not green,Not milky,unknown,-53.62%,2295.90,2551.00,,,http://www.pkstone.co.in/PK/bwcopy/625204001B.jpg,,,
8955,58112-GCW,7326437894,ROUND,0.90,G,SI2,GD,VG,GD,NON,,6.01,5.96,3.88,64.80,60.00,NON,GIA,VTK,,,,,unknown,-60.50%,1670.85,1856.50,,,http://220.158.137.43/imaged/58112/still.jpg,true,,
8956,59460-GCX,1328541273,ROUND,0.90,F,SI2,GD,VG,GD,NON,,5.91,5.83,3.9,66.40,57.00,NON,GIA,VTK,,,,,unknown,-63.40%,1647.00,1830.00,,,http://220.158.137.43/imaged/59460/still.jpg,true,,
8957,L291001801,1343961604,ROUND,0.90,I,SI1,GD,VG,VG,NON,,5.8,5.9,3.91,66.8,57,,GIA,Very Thick,100%,Not brown,Not green,Not milky,unknown,-56.46%,1881.00,2090.00,,,http://www.pkstone.co.in/PK/bwcopy/L291001801B.jpg,,,
8958,63370-GBW,7331148134,EMERALD,0.90,H,VS1,-,VG,VG,NON,,5.85,4.55,3.27,71.90,62.00,NON,GIA,ETK,100%,,,,unknown,-59.00%,1734.30,1927.00,,,http://220.158.137.43/imaged/63370/still.jpg,true,,
8959,439865,6245457613,ROUND,0.90,F,SI1,EX,VG,VG,NON,,6.19,6.17,3.83,62.0,57,NON,GIA,MED to STK,,Not brown,Not green,,unknown,-46.38%,2799.23,3110.26,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/iHibIITJLG.jpeg,true,,
8960,201574-GCC,7343687649,PEAR,0.90,F,SI1,-,VG,GD,NON,,7.63,5.44,3.34,61.3,64,NON,GIA,THK to ETK,,,,,unknown,-54.00%,2111.40,2346.00,,,http://220.158.137.43/imaged/201574/still.jpg,true,,
