id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,actual_supplier,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,supplier_name,location,is_returnable,supplier_id
5100,LD20010090,1345536163,ROUND,2.02,I,SI2,EX,EX,EX,NON,,8.09,8.06,4.96,61.3,60,NON,GIA,MED to STK,90%,Not brown,Not green,Not milky,Laxmi,-35.00%,10785,5339.26,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/342624a3-4e68-4ebe-a303-df4624cd4e35.jpg,https://certifiedstone.info/certificate/LD20010090.pdf,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
5101,G425-134032,2344812909,ROUND,1,J,SI2,EX,EX,VG,FNT,,6.35,6.43,3.92,61.4,59,Very Small,GIA,MED to STK,75%,Not brown,,,Shivam Jewels,-52.40%,2196,2195.55,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/45b9a7ae-60dd-4ed9-b44f-4f34c80cf3ef.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2344812909.pdf,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
5102,G107-134729,2.00E+11,ROUND,3.01,E,SI2,VG,EX,VG,NON,,9.27,9.36,5.55,59.5,59,0,HRD,MED,70%,Not brown,,,Shivam Jewels,-70.00%,14147,4699.83,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/2f09c4e3-30e7-4d2e-b73d-0ac8e9033347.jpg,,,,,IN,N,30e7f681-ab85-4b0e-b046-c4b9abd2ef1e
5103,LD20024752,7351003530,ROUND,0.21,E,VS1,EX,EX,EX,NON,,3.8,3.78,2.35,62.1,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,9.00%,293,1396.33,,,,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5104,LD20022542,6341947940,ROUND,1,I,SI1,GD,EX,EX,NON,,6.12,6.08,4.05,66.4,57,NON,GIA,VTK,100%,Not brown,Not green,Not milky,Laxmi,-49.85%,2981,2981.45,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/5136c617-4384-412d-82c0-3e485e9103e5.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5105,LD19120541,2347258860,ROUND,0.54,D,VVS2,EX,EX,EX,STG,Blue,5.22,5.18,3.27,62.8,55,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-55.50%,1135,2102.56,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/d6dac322-84f1-4091-b144-9d125749a28d.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19120541.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5106,LD20022065,6341932730,ROUND,1.01,I,SI1,F,EX,EX,NON,,5.99,5.93,4.17,70,57,NON,GIA,VTK to ETK,100%,Not brown,Not green,Not milky,Laxmi,-57.62%,2545,2519.33,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/49847969-275c-4232-a252-b581b9c8a19c.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5107,LD20024750,3355003304,ROUND,0.25,D,VVS2,EX,EX,EX,NON,,4.08,4.06,2.52,62,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,15.00%,476,1902.52,,,,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5108,LD20019302,1345771298,ROUND,0.34,F,VS2,EX,EX,EX,NON,,4.45,4.43,2.8,63,56,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-35.50%,469,1378.24,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/07533752-96ba-4155-bb8e-91b511cdf527.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5109,LD20023042,7346968380,ROUND,0.28,E,VVS2,EX,EX,EX,NON,,4.18,4.16,2.58,61.8,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,10.00%,507,1812.21,,,,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5110,LD20022874,7348950132,PEAR,1,F,SI2,-,VG,VG,FNT,,8.81,5.39,3.47,64.3,59,NON,GIA,VTK to ETK,100%,Not brown,Not green,Not milky,Laxmi,-50.48%,2386,2385.6,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/47059a02-b876-4d7c-8088-225e4cb322d8.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5111,LD20024404,1343995573,EMERALD,1.01,F,VS2,-,EX,VG,FNT,,6.74,4.83,3.22,66.7,60,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-57.43%,2733,2705.53,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/a0be6d52-f1a5-4562-af47-e2a7f4fbf87d.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5112,B9-91,6355327169,ROUND,0.35,F,VS1,EX,EX,EX,FNT,,4.52,4.53,2.77,61.2,59,None,GIA,MED to STK,100%,Not brown,,Not milky,Super Solitaire Hk Ltd,-34.10%,514,1469.63,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355327169.pdf,,,,HK,N,3ccba1c2-3018-4066-8aaa-e73401d0c3d4
5113,LD19120946,2344273251,ROUND,0.21,E,VS1,EX,EX,EX,NON,,3.81,3.8,2.35,61.7,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,9.00%,293,1396.33,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/aeede53f-a12b-4631-901a-cb70bf2f264f.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19120946.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5114,B8-200,1359326624,EMERALD,0.51,F,VVS2,-,EX,VG,VST,Blue,5.17,3.88,2.6,67.1,60,None,GIA,THK to VTK,100%,Not brown,,Not milky,Super Solitaire Hk Ltd,-55.10%,648,1271.12,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1359326624.pdf,,,,HK,N,3ccba1c2-3018-4066-8aaa-e73401d0c3d4
5115,LD20023154,5346968414,ROUND,0.6,F,SI2,EX,EX,EX,NON,,5.47,5.44,3.33,61.1,58,NON,GIA,MED,90%,Not brown,Not green,Not milky,Laxmi,-31.00%,1065,1775,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f8844e65-65aa-4e7a-b822-970e3cd3af76.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5116,LD20023145,1349968094,ROUND,0.23,H,VVS2,EX,EX,EX,NON,,3.99,3.97,2.39,60,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-5.00%,332,1441.48,,,,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5117,LD20050033,6352405219,PRINCESS,0.5,F,VS2,-,VG,VG,NON,,4.23,4.11,3.21,78.1,72,None,GIA,THK to VTK,100%,Not brown,Not green,Not milky,Laxmi,-45.00%,690,1380,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f81fd6a9-f787-49e0-8833-3fe7a5638bf0.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352405219.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5118,IS-105,1288283751,ROUND,0.7,H,I2,VG,EX,VG,FNT,,5.61,5.65,3.56,63.3,58,None,GIA,MED to STK,,Not brown,,Not milky,Super Solitaire Hk Ltd,-36.11%,701,1001.26,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1288283751.pdf,,,,HK,N,3ccba1c2-3018-4066-8aaa-e73401d0c3d4
5119,9842,2205751822,ROUND,0.52,D,VVS1,EX,EX,EX,FNT,,5.23,5.21,3.16,60.6,58,NON,GIA,MED to STK,100%,,,,SHINE JEWELS,-44.35%,1542,2966.15,,,,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2019/11/25/2205751822.pdf,,,,HK,N,2bb51c57-0198-47e4-9d49-dd627fe5f008
5120,LD200110304,5343808050,ROUND,0.8,E,SI1,EX,EX,EX,FNT,,5.93,5.89,3.69,62.4,59,NON,GIA,MED to STK,90%,Not brown,Not green,Not milky,Laxmi,-29.00%,2445,3056.55,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/5f30f2e2-2cbe-4215-adbf-37e626e0a188.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5121,LD20025619,2357040513,ROUND,3.07,H,VS1,EX,EX,EX,MED,Blue,9.41,9.38,5.7,60.6,61,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-48.48%,32577,10611.36,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/fa562640-5d72-4c30-8609-93c896c9566a.jpg,,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
5122,LD19041404,2324502818,ROUND,0.23,D,VS2,EX,VG,VG,FNT,,3.96,3.97,2.36,59.5,60,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-13.00%,308,1339.7,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2324502818.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5123,LD20020655,407935270,ROUND,3,K,SI1,EX,EX,EX,STG,,9.13,9.19,5.76,62.8,57,POINTED,IGI,MED to STK,90%,Not brown,Not green,Not milky,Laxmi,-51.74%,12890,4296.69,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/b4f65ee4-ffa0-49d2-877d-a5d72b7b5f0a.jpg,,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
5124,LD200111217,2348861150,ROUND,1.04,J,VS1,EX,EX,EX,MED,Blue,6.54,6.51,3.96,60.6,61,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-39.79%,3530,3394.06,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f4f0b4cd-6596-43c1-b450-69265154b2e1.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5125,LD19120950,5343273077,ROUND,0.26,E,VVS1,EX,EX,EX,NON,,4.09,4.08,2.54,62.1,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,19.00%,510,1959.88,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/a05ad033-0503-4cc0-b522-ca065c9e3f56.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19120950.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5126,LD20021676,3345932518,ROUND,1.23,K,VVS1,EX,EX,EX,NON,,6.83,6.78,4.27,62.7,59,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-27.42%,4392,3570.92,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/bf2ea12f-c01d-43cf-a04b-ddea13c06a69.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5127,LD20024239,2357007043,ROUND,1.5,F,VS1,VG,EX,EX,NON,,7.17,7.11,4.59,64.2,62,NON,GIA,THK,100%,Not brown,Not green,Not milky,Laxmi,-43.00%,10581,7054,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/355995dd-30a0-44c3-874b-7c9731405219.jpg,,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
5128,LD20024625,1353021671,ROUND,1.33,J,VVS2,EX,EX,EX,NON,,7.05,7.01,4.33,61.6,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-29.13%,5507,4140.58,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/6a8d762b-aa78-45cd-8c1b-52ae4b1b9728.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5129,LD20025061,2357019073,ROUND,0.2,E,VVS2,EX,EX,EX,NON,,3.76,3.79,2.36,62.5,57,None,GIA,MED to STK,100%,Light Brown,Not green,Not milky,Laxmi,-3.00%,282,1410.95,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357019073.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5130,B9-264,3355326855,ROUND,0.47,I,VVS2,EX,EX,EX,NON,,4.95,4.99,3.1,62.3,57,None,GIA,MED to STK,100%,Not brown,,Not milky,Super Solitaire Hk Ltd,-20.50%,815,1733.34,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3355326855.pdf,,,,HK,N,3ccba1c2-3018-4066-8aaa-e73401d0c3d4
5131,L296013702,7356196016,ROUND,0.3,I,VS2,EX,EX,EX,FNT,,4.34,4.35,2.6,59.8,60,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-39.82%,337,1123,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356196016.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5132,L295014102,5353183581,ROUND,0.28,D,VVS1,EX,EX,EX,STG,Blue,4.24,4.27,2.57,60.4,61,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-2.84%,452,1613.14,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353183581.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5133,L296002102,5353172010,ROUND,0.5,K,VS2,EX,EX,VG,FNT,,5.05,5.13,3.13,61.5,60,None,GIA,MED to STK,100%,,,Very Light Milky,C Dinesh,-50.15%,529,1057,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/0d03c039-a71b-45cd-89f4-5add8e639895.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353172010.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5134,L296026002,6352225216,ROUND,0.4,J,VS2,VG,EX,G,NON,,4.71,4.77,2.84,59.8,65,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,C Dinesh,-39.82%,439,1098,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352225216.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5135,L297006002,7356247452,ROUND,0.3,J,SI1,EX,EX,EX,NON,,4.27,4.3,2.63,61.4,61,None,GIA,STK,100%,Not brown,Not green,Not milky,C Dinesh,-32.71%,313,1042,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356247452.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5136,L295023101,3355176834,ROUND,0.37,E,IF,EX,EX,EX,NON,,4.57,4.59,2.88,62.9,57,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-22.32%,835,2256.08,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3355176834.pdf,,,,HK,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5137,L296005901,6352114929,ROUND,0.9,K,VS1,G,EX,VG,NON,,5.87,5.91,3.89,66,55,None,GIA,THK to VTK,100%,Not brown,Not green,Not milky,C Dinesh,-50.94%,1584,1759.92,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/4cd53e3d-d5c8-4783-8761-7c61f63b8f40.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352114929.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5138,L296005201,6351115043,ROUND,0.7,I,VS1,VG,EX,G,NON,,5.46,5.58,3.56,64.5,56,None,GIA,MED to THK,100%,Not brown,Not green,Not milky,C Dinesh,-44.49%,1394,1991.57,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f7739377-d9c4-472e-8fa5-1ba198f53649.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351115043.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5139,L295020501,6352150839,ROUND,0.4,E,VVS2,EX,EX,EX,NON,,4.7,4.66,2.96,63.1,56,NON,GIA,THN to STK,100%,Not brown,Not green,Not milky,C Dinesh,-35.70%,802,2004,,,,,,,,HK,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5140,L296007802,2356195965,ROUND,0.3,I,VS2,EX,EX,EX,FNT,,4.29,4.32,2.64,61.3,60,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-40.35%,334,1114,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356195965.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5141,L296008001,6351114881,ROUND,0.5,K,VS1,G,VG,G,NON,,4.83,4.92,3.12,63.9,68,None,GIA,THK to VTK,100%,,,Not milky,C Dinesh,-45.50%,575,1150,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/31e12d91-6db3-4b96-bdee-0fb966c93749.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351114881.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5142,L295017702,2354274600,ROUND,0.21,E,VVS2,EX,VG,VG,NON,,3.84,3.85,2.34,61,57,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-12.08%,270,1285.86,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2354274600.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5143,627100702,2354163328,ROUND,0.3,J,VS1,VG,EX,VG,NON,,4.43,4.41,2.52,57,66,NON,GIA,THN to STK,100%,Not brown,Not green,Not milky,C Dinesh,-37.06%,332,1107,,,,,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5144,L295005401,6355247473,ROUND,0.3,D,VVS1,EX,EX,VG,NON,,4.3,4.32,2.65,61.3,59,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-38.11%,550,1833,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355247473.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5145,L295018001,2358225170,ROUND,0.35,E,IF,EX,EX,EX,NON,,4.52,4.56,2.82,62,58,None,GIA,THN to MED,100%,Not brown,Not green,Not milky,C Dinesh,-20.89%,805,2300.71,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2358225170.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5146,L295019401,1353163098,ROUND,0.4,E,VS1,G,EX,VG,MED,Blue,4.5,4.53,3,66.4,58,None,GIA,THN to VTK,100%,Not brown,Not green,Not milky,C Dinesh,-56.04%,505,1262,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353163098.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5147,627701202,7356251963,ROUND,0.31,I,IF,EX,EX,EX,NON,,4.39,4.41,2.65,60.1,61,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-43.14%,400,1290.77,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7356251963.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5148,L295021101,6352225912,ROUND,0.3,D,VVS1,EX,EX,EX,MED,Blue,4.3,4.33,2.66,61.7,60,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-45.93%,484,1614,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352225912.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5149,L295023802,6351162694,ROUND,0.21,F,VVS2,EX,EX,EX,NON,,3.84,3.87,2.32,60.1,59,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-7.54%,282,1344.86,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6351162694.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5150,L295020601,5356196484,ROUND,0.45,E,VS2,VG,EX,VG,FNT,,4.73,4.81,3.1,65,56,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,C Dinesh,-40.52%,699,1553.67,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5356196484.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5151,L296003501,5356167730,ROUND,0.7,K,VS2,G,VG,VG,NON,,5.37,5.46,3.6,66.4,57,None,GIA,STK to VTK,100%,,,Not milky,C Dinesh,-47.38%,914,1305.86,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/68ae827b-0ad4-46ef-9014-cd7a2040e098.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5356167730.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5152,625403001,6352074084,ROUND,1,H,I1,F,VG,G,MED,Blue,6,6.12,4.07,67.1,56,None,GIA,STK to ETK,80%,Not brown,Not green,Not milky,C Dinesh,-41.84%,2206,2205.8,https://nivoda-images.s3.amazonaws.com/aHR0cDovL3d3dy5wa3N0b25lLmNvLmluL3ZpZGVvLmFzcHg/dnN0cj02MjU0MDMwMDEmb3Y9dA==,199,https://nivoda-images.s3.eu-west-2.amazonaws.com/b63db5d7-ce70-4a5d-b649-1f4b5545a72c.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352074084.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5153,L302009601,7353183959,ROUND,0.41,J,VVS2,VG,VG,VG,NON,,4.62,4.68,2.98,64,58,None,GIA,THN to THK,100%,Not brown,Not green,Not milky,C Dinesh,-41.47%,486,1185.17,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7353183959.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5154,L295008602,7351225730,ROUND,0.3,E,VS2,EX,VG,VG,NON,,4.33,4.38,2.59,59.4,62,None,GIA,THN to STK,100%,Not brown,Not green,Not milky,C Dinesh,-43.52%,386,1286,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7351225730.pdf,,,,HK,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5155,L295013902,6352225311,ROUND,0.24,D,VVS1,EX,VG,EX,MED,Blue,3.98,4.02,2.44,60.9,59,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-12.90%,354,1475,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6352225311.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5156,L295017701,5353225734,ROUND,0.3,F,VVS1,EX,EX,EX,NON,,4.29,4.32,2.67,62.1,59,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-30.48%,551,1838,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353225734.pdf,,,,HK,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5157,L295017501,2357225204,ROUND,0.4,E,VVS1,EX,EX,EX,NON,,4.69,4.72,2.93,62.3,59,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-30.42%,948,2371,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2357225204.pdf,,,,HK,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5158,L295013901,2356231105,ROUND,0.31,D,IF,EX,EX,EX,MED,Blue,4.35,4.38,2.68,61.3,60,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-38.19%,720,2321.77,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356231105.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5159,L295023901,7352183967,ROUND,0.4,F,VS1,VG,EX,VG,NON,,4.54,4.62,2.96,64.6,58,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,C Dinesh,-45.96%,592,1480,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7352183967.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5160,626703802,6355225640,ROUND,0.22,D,VVS2,EX,VG,EX,MED,Blue,3.88,3.9,2.37,61,60,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,C Dinesh,-15.31%,272,1237.36,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6355225640.pdf,,,,IN,Y,361ee43e-a3e1-450e-8ff3-86f24d736d59
5161,79954,2347919482,ROUND,0.23,E,VS1,EX,EX,EX,NON,,3.96,3.99,2.41,60.6,58,None,GIA,MED to STK,100%,Not brown,,Not milky,Sagar Enterprise,-4.10%,337,1463.43,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2347919482.pdf,,,,IN,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
5162,AP-292,2217491877,ROUND,0.33,E,I1,EX,VG,VG,MED,Blue,4.41,4.45,2.78,62.8,56,None,GIA,THN to STK,,,,,AN Diamonds,-40.00%,307,930.91,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2217491877.pdf,,,,IN,N,be33883a-4788-4e7c-be7a-60c088cfb705
5163,LD19108676,5346050393,ROUND,0.21,D,VVS2,EX,EX,VG,NON,,3.82,3.79,2.36,62.1,59,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,5.00%,317,1507.81,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/767533a0-0328-4def-aa99-8dc5b0d3b0df.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19108676.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5164,LD20032312,2356233458,ROUND,1,K,VVS1,EX,EX,EX,NON,,6.52,6.55,3.84,58.8,60,Very Small,GIA,MED to STK,100%,,,Not milky,Laxmi,-44.28%,2741,2741.44,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/d66db70b-2c30-4416-b8d4-5e6aa43d2b7c.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2356233458.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
5165,SL04026085215,1343848491,ROUND,0.4,E,VS2,VG,VG,VG,NON,,4.61,4.65,2.96,64,55,None,GIA,STK to THK,,,,,China Star ,-45.64%,574,1434,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e54fdf93-5c1d-4150-956e-7be50248802c.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1343848491.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
5166,SARADIAMONDSPRIVATELIMITED202487,2347894148,ROUND,0.3,J,IF,VG,VG,VG,NON,,4.26,4.22,2.68,63.3,55,NON,GIA,MED to STK,100%,,,,Sara Diamonds,-41.00%,366,1221,,,,,,,,IN,N,97fcb0ad-7258-4c97-8e84-5716becf2442
5167,35637,6335728386,ROUND,0.4,F,I1,VG,GD,GD,FNT,,4.77,4.72,2.89,61,58,NON,GIA,MED to THK,,,,Light Milky,Honey Exports,-55.00%,300,750,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly8xMjEwMjk1MDg5LnJzYy5jZG43Ny5vcmcvdmlld2VyMy9WaXNpb24zNjAuaHRtbD8/ZD0zNTYzNw==,32,https://nivoda-images.s3.eu-west-2.amazonaws.com/32a44d81-0027-4e83-9087-4f73a0dba9ab.jpg,https://1210295089.rsc.cdn77.org/Certificates/6335728386.pdf,,,,IN,N,72049570-7cc1-4b52-afd0-a0251e6485b0
5168,78558,6342325509,ROUND,0.23,E,VVS1,EX,EX,VG,NON,,3.98,4.02,2.37,59.3,60,None,GIA,THN to MED,100%,Not brown,,Not milky,Sagar Enterprise,-3.10%,375,1632.39,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6342325509.pdf,,,,HK,N,e8af6b4d-0eb8-49f9-869b-c5420a3a0cea
