id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,actual_supplier,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,supplier_name,location,is_returnable,supplier_id
20107,916277,7206548971,ROUND,1.01,H,I2,EX,EX,EX,STG,Blue,6.41,6.37,3.97,62.1,59,NON,GIA,MED to STK,,Not brown,Not green,,Janam Corporation Pvt Ltd,-36.30%,1385,1371.15,,,,TRUE,,,,IN,Y,c238a51d-5b9e-40fb-ac80-7dad05bef5e5
20108,KQ06158365999,6341859451,ROUND,1,F,SI2,EX,EX,EX,FNT,,6.39,6.44,3.95,61.6,61,None,GIA,MED to STK,,,,,China Star ,-50.80%,2975,2975.37,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6341859451.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20109,YP17066149812,7338999953,ROUND,0.6,H,SI2,EX,EX,EX,NON,,5.39,5.35,3.38,62.9,56,NON,GIA,MED to STK,90%,,,Not milky,China Star ,-36.35%,908,1513.95,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9zdG9yYWdld2V3ZWIuYmxvYi5jb3JlLndpbmRvd3MubmV0L2ZpbGVzL0lOVkVOVE9SWURBVEEvVklTSU9OMzYwL1Zpc2lvbjM2MC5odG1sP2Q9NDI0OTU3OTg0,256,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9zdG9yYWdld2V3ZWIuYmxvYi5jb3JlLndpbmRvd3MubmV0L2ZpbGVzL0lOVkVOVE9SWURBVEEvVklTSU9OMzYwL1Zpc2lvbjM2MC5odG1sP2Q9NDI0OTU3OTg0LWY=/0.jpg,https://www.gia.edu/UK-EN/report-check?reportno=7338999953,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20110,TG06630206193,7341845296,ROUND,0.4,H,VS2,EX,EX,EX,FNT,,4.69,4.72,2.94,62.5,56,None,GIA,MED to STK,,,,,China Star ,-37.11%,558,1395.7,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7341845296.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20111,SA18057578118,7341927104,ROUND,0.5,D,VS1,EX,EX,EX,NON,,5.07,5.08,3.16,62.2,58,None,GIA,MED,100%,,,,China Star ,-32.23%,1459,2917.5,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7341927104.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20112,GV06630201617,7341816938,ROUND,0.5,I,VVS2,VG,EX,VG,NON,,4.89,4.95,3.19,64.8,56,None,GIA,STK to THK,100%,,,,China Star ,-49.22%,766,1532.62,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7341816938.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20113,OW07779813830,7341752171,ROUND,0.3,I,VVS2,VG,EX,EX,FNT,,4.27,4.3,2.69,62.7,57,None,GIA,VTN to STK,100%,,,,China Star ,-51.41%,307,1023.2,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7341752171.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20114,LD19104200,5336910915,ROUND,0.27,D,VVS1,EX,EX,EX,NON,,4.19,4.15,2.56,61.4,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,19.00%,528,1955.56,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/d921de65-478d-4995-8e0f-82f679da5587.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19104200.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20115,GV06158366820,6341949397,ROUND,0.33,D,VVS2,EX,EX,EX,NON,,4.46,4.48,2.71,60.6,61,None,GIA,MED to STK,100%,,,,China Star ,-36.29%,577,1747.36,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6341949397.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20116,486C-403-A,3345853704,ROUND,0.34,I,VVS1,EX,EX,EX,NON,,4.47,4.5,2.79,62.3,57,None,GIA,MED to STK,100%,,,,Paladiya Brothers & co,-37.98%,452,1328.65,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3345853704.pdf,,,,IN,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a
20117,486D-244-A,2347919513,ROUND,0.33,D,VVS1,EX,EX,EX,VST,Blue,4.38,4.41,2.77,63,56,None,GIA,MED to STK,100%,,,,Paladiya Brothers & co,-49.04%,501,1517.79,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2347919513.pdf,,,,HK,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a
20118,LD19104136,2336910870,ROUND,0.25,D,VVS2,EX,EX,EX,NON,,4.09,4.08,2.48,60.6,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,15.00%,476,1902.52,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/20eb16dc-d79b-47ef-91d0-03246865e02d.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19104136.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20119,LD19106653,2337968318,EMERALD,0.6,E,VVS2,-,EX,VG,FNT,,5.57,4.08,2.75,67.5,62,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-45.00%,1020,1700,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MTA2NjUz,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/5ab3a493-8117-4318-a2d7-711918e4f051.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19106653.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20120,TR18022231786,7358355050,ROUND,0.3,E,VS1,VG,EX,VG,NON,,4.21,4.25,2.69,63.7,56,None,GIA,MED to STK,100%,,,,China Star ,-42.50%,410,1365,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7358355050.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20121,422-344-A,1355074745,ROUND,0.34,E,SI2,EX,EX,EX,NON,,4.44,4.46,2.79,62.7,56,None,GIA,MED to STK,,,,,Paladiya Brothers & co,-33.50%,392,1152.24,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1355074745.pdf,,,,IN,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a
20122,LD19102386,1335886709,ROUND,0.92,K,VS2,EX,EX,EX,NON,,6.2,6.16,3.88,62.8,57,NON,GIA,MED to STK,100%,,,Not milky,Laxmi,-32.90%,2088,2269.68,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MTAyMzg2,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/767d27b2-d073-44aa-bdc7-6760ec25fb5c.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19102386.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20123,LD200110746,5346816636,ROUND,0.4,D,VS2,EX,EX,EX,NON,,4.72,4.75,2.97,62.8,56,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-34.50%,737,1843.5,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f0f239cb-8194-44df-b969-84f435fd1e16.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5346816636.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20124,AC04798996074,7341638347,ROUND,0.3,F,SI2,VG,EX,VG,NON,,4.28,4.26,2.65,62,59,NON,GIA,MED to THK,,,,,China Star ,-42.50%,306,1020,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92MzYwLmluL21vdmllLzI1Nl9INzAwU1IyMjEz,256,,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2020/1/20/7341638347.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20125,LD19104681,2338910894,ROUND,0.26,E,VS1,EX,EX,EX,NON,,4.1,4.08,2.54,62.1,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,5.00%,409,1574.92,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/bcaa80f0-a28d-4345-937b-bc58bd47951e.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19104681.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20126,LD19102386,1335886709,ROUND,0.92,K,VS2,EX,EX,EX,NON,,6.2,6.16,3.88,62.8,57,NON,GIA,MED to STK,100%,,,Not milky,Laxmi,-32.90%,2088,2269.68,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MTAyMzg2,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/767d27b2-d073-44aa-bdc7-6760ec25fb5c.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19102386.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20127,LD200110746,5346816636,ROUND,0.4,D,VS2,EX,EX,EX,NON,,4.72,4.75,2.97,62.8,56,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-34.50%,737,1843.5,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f0f239cb-8194-44df-b969-84f435fd1e16.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5346816636.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20128,AC04798996074,7341638347,ROUND,0.3,F,SI2,VG,EX,VG,NON,,4.28,4.26,2.65,62,59,NON,GIA,MED to THK,,,,,China Star ,-42.50%,306,1020,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly92MzYwLmluL21vdmllLzI1Nl9INzAwU1IyMjEz,256,,http://s3.amazonaws.com/rap.certs/Gia/Certificates/2020/1/20/7341638347.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20129,MV07740415654,7342611259,ROUND,0.4,H,SI1,EX,VG,VG,NON,,4.69,4.75,2.92,61.8,59,None,GIA,MED to STK,,,,,China Star ,-37.61%,504,1260.4,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/0b7972a9-4359-492f-951c-d20e7c309b17.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7342611259.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20130,YB06158366248,7342770464,ROUND,1.03,I,SI2,EX,EX,EX,NON,,6.52,6.55,3.95,60.4,60,None,GIA,MED to STK,,,,,China Star ,-49.50%,2612,2536.37,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7342770464.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20131,YH04673611593,7342366066,ROUND,0.33,H,VS2,EX,EX,EX,NON,,4.45,4.44,2.73,61.4,61,NON,GIA,MED to STK,,,,,China Star ,-33.67%,424,1284.85,,,,TRUE,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20132,IM16897681119,7342354884,ROUND,0.41,I,VS1,EX,EX,VG,FNT,,4.71,4.78,2.95,62.1,58,None,GIA,THN to STK,100%,,,,China Star ,-48.45%,453,1104.17,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7342354884.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20133,HI06613854758,1349578317,ROUND,0.4,J,VS2,VG,EX,VG,NON,,4.56,4.61,2.98,64.9,56,None,GIA,MED to THK,,,,,China Star ,-42.81%,419,1047.23,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1349578317.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20134,HM06630204166,7342704593,ROUND,0.4,H,VVS2,VG,EX,VG,FNT,,4.55,4.62,2.96,64.6,57,None,GIA,STK to THK,100%,,,,China Star ,-43.49%,550,1374.73,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7342704593.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20135,LD19105555,2337933560,ROUND,0.2,E,VVS2,EX,EX,EX,NON,,3.78,3.76,2.32,61.5,56,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,8.00%,311,1553.95,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e5992cfe-09c8-41ff-b487-7399fa4fe967.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19105555.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20136,LD19105547,5336932752,ROUND,0.24,D,VS2,EX,EX,EX,NON,,4.02,3.99,2.48,61.9,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,7.00%,387,1612.33,,,,https://www.laxmidiamond.com/certifiedstone/certificate/LD19105547.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20137,LD200110388,2348807124,ROUND,0.4,D,VVS1,EX,EX,EX,NON,,4.73,4.71,2.93,62.1,57,NON,GIA,MED,100%,Not brown,Not green,Not milky,Laxmi,-36.00%,926,2315,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/61eb349b-b45a-40f2-87de-48ba8b0d32ad.jpg,https://certifiedstone.info/certificate/LD200110388.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20138,ZU07779806058,7342812582,ROUND,0.5,E,SI1,EX,EX,VG,NON,,5.03,5.08,3.17,62.6,56,None,GIA,THN to STK,,,,,China Star ,-49.24%,842,1684.32,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7342812582.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20139,NV18017163568,7343565746,ROUND,0.7,F,VS1,EX,EX,EX,NON,,5.68,5.71,3.53,61.9,55,None,GIA,MED to STK,100%,,,,China Star ,-33.15%,2350,3357.53,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343565746.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20140,UC04124876083,7343390641,ROUND,0.5,J,VS2,GD,EX,GD,NON,,4.88,4.76,3.21,66.5,60,NON,GIA,MED to VTK,,,,,China Star ,-48.96%,617,1233.92,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/2bdeb2cf-5109-4e75-865b-1ab330a653d6.jpg,TRUE,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20141,BZ17400948807,7346146544,ROUND,0.3,D,VVS2,VG,VG,VG,NON,,4.3,4.32,2.57,59.6,60,None,GIA,STK to THK,100%,,,,China Star ,-48.33%,433,1443.43,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7346146544.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20142,WS18022230711,7343987634,ROUND,0.51,D,SI1,EX,EX,EX,FNT,,5.11,5.06,3.15,62,57,NON,GIA,MED to STK,,,,,China Star ,-49.36%,908,1780.59,,,,,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20143,LD19103186,2336898296,ROUND,0.9,F,VS2,EX,EX,EX,STG,Blue,6.16,6.11,3.83,62.5,59,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-40.79%,3386,3762.73,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MTAzMTg2,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/c92abf3c-08ab-42a0-8da5-1e87a6c4e1f0.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19103186.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20144,RALD22111813,7296545282,ROUND,0.3,D,VVS1,VG,VG,VG,STG,Blue,4.45,4.41,2.52,57,63,NON,GIA,THN to STK,100%,Not brown,Not green,Not milky,Laxmi,-51.00%,442,1472,,,,https://www.laxmidiamond.com/certifiedstone/certificate/RALD22111813.pdf,,,,HK,N,523f5320-903b-4939-8f99-c88e0d49c77b
20145,LD200110930,6345815928,ROUND,0.2,F,VS1,EX,EX,VG,NON,,3.72,3.75,2.35,62.9,56,None,GIA,THN to STK,100%,Not brown,Not green,Not milky,Laxmi,-1.00%,258,1288.55,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/00f6fc24-d717-441d-91f3-7838bd8b3703.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6345815928.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20146,FZ17400949781,7346258123,ROUND,0.41,E,VS2,VG,EX,EX,FNT,,4.65,4.67,2.98,63.9,58,None,GIA,STK to THK,,,,,China Star ,-50.41%,538,1312.93,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7346258123.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20147,WP19300649841,7346232651,ROUND,0.43,K,VS2,EX,EX,EX,MED,Blue,4.83,4.86,2.98,61.5,57,None,GIA,MED to STK,90%,,,Not milky,China Star ,-50.90%,347,806.26,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7346232651.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20148,ZK06613832369,7343825418,ROUND,0.4,E,VVS2,EX,EX,EX,NON,,4.67,4.7,2.93,62.5,57,None,GIA,THN to STK,100%,,,,China Star ,-36.74%,789,1972.8,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343825418.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20149,JQ06630207305,7343703417,ROUND,0.4,I,SI1,EX,EX,VG,NON,,4.7,4.75,2.87,60.8,60,None,GIA,STK,,,,,China Star ,-40.97%,455,1137.55,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343703417.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20150,LD19105541,7331933771,ROUND,0.25,D,VS1,EX,EX,EX,NON,,4.06,4.04,2.53,62.4,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,11.00%,416,1662.84,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e60575ef-fff7-4dc1-8718-acb07ff4c62a.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19105541.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20151,AU07740419076,7343834117,ROUND,0.5,F,VS2,VG,VG,VG,NON,,4.99,5.06,3.19,63.4,56,None,GIA,MED to STK,,,,,China Star ,-46.43%,941,1881.38,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343834117.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20152,MQ04124876226,7343559302,ROUND,0.3,F,VS2,EX,EX,VG,NON,,4.28,4.22,2.67,62.8,57,NON,GIA,MED to STK,,,,,China Star ,-41.46%,381,1270.8,,,,http://jewelstar.co.in/RapDetail.aspx?STONELIST=901780084&ISCONFIRM=1,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20153,CL09130804284,7343252188,ROUND,0.5,F,VS1,G,EX,EX,NON,,4.87,4.88,3.2,65.6,58,None,GIA,THK to VTK,100%,,,,China Star ,-54.88%,865,1729.44,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/4b0b3123-124a-4051-abf9-f1227f9ad1fc.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343252188.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20154,MY10450017768,7343023366,ROUND,0.83,H,VS1,EX,EX,EX,NON,,6.09,6.08,3.66,60.1,60,NON,GIA,THN to STK,100%,,,,China Star ,-22.02%,2720,3277.11,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/20f274b2-aeea-4008-b4e8-03f81bd21913.jpg,http://jewelstar.co.in/RapDetail.aspx?STONELIST=904590044&ISCONFIRM=1,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20155,LD200110930,6345815928,ROUND,0.2,F,VS1,EX,EX,VG,NON,,3.72,3.75,2.35,62.9,56,None,GIA,THN to STK,100%,Not brown,Not green,Not milky,Laxmi,-1.00%,258,1288.55,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/00f6fc24-d717-441d-91f3-7838bd8b3703.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6345815928.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20156,FZ17400949781,7346258123,ROUND,0.41,E,VS2,VG,EX,EX,FNT,,4.65,4.67,2.98,63.9,58,None,GIA,STK to THK,,,,,China Star ,-50.41%,538,1312.93,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7346258123.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20157,WP19300649841,7346232651,ROUND,0.43,K,VS2,EX,EX,EX,MED,Blue,4.83,4.86,2.98,61.5,57,None,GIA,MED to STK,90%,,,Not milky,China Star ,-50.90%,347,806.26,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7346232651.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20158,ZK06613832369,7343825418,ROUND,0.4,E,VVS2,EX,EX,EX,NON,,4.67,4.7,2.93,62.5,57,None,GIA,THN to STK,100%,,,,China Star ,-36.74%,789,1972.8,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343825418.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20159,JQ06630207305,7343703417,ROUND,0.4,I,SI1,EX,EX,VG,NON,,4.7,4.75,2.87,60.8,60,None,GIA,STK,,,,,China Star ,-40.97%,455,1137.55,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343703417.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20160,LD19105541,7331933771,ROUND,0.25,D,VS1,EX,EX,EX,NON,,4.06,4.04,2.53,62.4,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,11.00%,416,1662.84,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e60575ef-fff7-4dc1-8718-acb07ff4c62a.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19105541.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20161,AU07740419076,7343834117,ROUND,0.5,F,VS2,VG,VG,VG,NON,,4.99,5.06,3.19,63.4,56,None,GIA,MED to STK,,,,,China Star ,-46.43%,941,1881.38,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343834117.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20162,MQ04124876226,7343559302,ROUND,0.3,F,VS2,EX,EX,VG,NON,,4.28,4.22,2.67,62.8,57,NON,GIA,MED to STK,,,,,China Star ,-41.46%,381,1270.8,,,,http://jewelstar.co.in/RapDetail.aspx?STONELIST=901780084&ISCONFIRM=1,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20163,CL09130804284,7343252188,ROUND,0.5,F,VS1,G,EX,EX,NON,,4.87,4.88,3.2,65.6,58,None,GIA,THK to VTK,100%,,,,China Star ,-54.88%,865,1729.44,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/4b0b3123-124a-4051-abf9-f1227f9ad1fc.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343252188.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20164,MY10450017768,7343023366,ROUND,0.83,H,VS1,EX,EX,EX,NON,,6.09,6.08,3.66,60.1,60,NON,GIA,THN to STK,100%,,,,China Star ,-22.02%,2720,3277.11,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/20f274b2-aeea-4008-b4e8-03f81bd21913.jpg,http://jewelstar.co.in/RapDetail.aspx?STONELIST=904590044&ISCONFIRM=1,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20165,RN07754252606,7343059476,ROUND,1.51,D,VS1,EX,EX,EX,NON,,7.3,7.34,4.57,62.4,57,None,GIA,MED to STK,100%,,,,China Star ,-40.00%,13196,8739.34,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343059476.pdf,,,,unknown,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20166,LD200110921,2344816098,ROUND,0.2,E,VVS2,EX,EX,EX,NON,,3.74,3.76,2.34,62.5,57,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,1.00%,293,1463,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/06cb0386-093e-42e5-919c-2d71d8d0584d.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2344816098.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20167,ALD29031992,5316806596,ROUND,0.51,F,SI1,GD,EX,EX,NON,,4.91,4.89,3.25,66.3,57,NON,GIA,STK to VTK,100%,Not brown,Not green,Not milky,Laxmi,-43.74%,919,1802.82,,,,https://www.laxmidiamond.com/certifiedstone/certificate/ALD29031992.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20168,AN17082415294,7343678037,ROUND,0.51,F,VVS2,GD,VG,VG,NON,,4.89,4.86,3.24,66.4,54,NON,GIA,THK to VTK,100%,,,,China Star ,-58.61%,853,1673.04,,,,,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20169,HJ17015366497,7343678320,ROUND,0.4,H,VVS2,EX,EX,EX,STG,Blue,4.66,4.69,2.92,62.4,59,None,GIA,MED to STK,100%,,,,China Star ,-45.80%,529,1321.6,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343678320.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
20170,LD19105970,6331942701,ROUND,0.26,E,VVS1,EX,EX,EX,FNT,,4.17,4.14,2.48,59.8,61,NON,GIA,THN to MED,100%,Not brown,Not green,Not milky,Laxmi,12.00%,481,1851.35,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/352a8a4b-4a25-4d1f-a1e4-878dcaa3f2fe.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19105970.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
20171,ZB07686516410,7346238415,ROUND,0.31,H,VVS1,EX,EX,EX,NON,,4.36,4.36,2.69,61.6,56,None,GIA,MED,100%,,,,China Star ,-34.80%,454,1465.97,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7346238415.pdf,,,,HK,N,3a1357c1-60d9-4cdc-96d7-7a9bebec3568
