id,stock_id,ReportNo,shape,carats,col,clar,cut,pol,symm,flo,floCol,length,width,height,depth,table,culet,lab,girdle,eyeclean,brown,green,milky,actual_supplier,discount,price,price_per_carat,video,video_frames,image,pdf,mine_of_origin,canada_mark_eligble,supplier_name,location,is_returnable,supplier_id
30031,LD19107133,6342020098,ROUND,0.45,F,VS1,VG,EX,EX,FNT,,4.87,4.85,3.01,61.9,60,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-35.05%,790,1755.38,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MTA3MTMz,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/1ac0fc0d-4911-4440-9384-b262f4147cf9.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19107133.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30032,LD20010683,7346525461,ROUND,0.25,F,VS1,EX,EX,EX,NON,,4.03,4.01,2.48,61.5,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,2.00%,384,1537.84,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/bcc81025-4b66-4525-b3af-93b720feaa43.jpg,https://certifiedstone.info/certificate/LD20010683.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30033,LD20010297,5343511924,ROUND,0.27,I,VVS1,EX,EX,EX,NON,,4.21,4.19,2.52,60,59,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,15.00%,362,1341.59,,,,https://certifiedstone.info/certificate/LD20010297.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30034,LD19128021,6345504774,PRINCESS,0.71,H,VS2,-,VG,VG,NON,,4.76,4.65,3.56,76.6,68,None,GIA,VTK,100%,Not brown,Not green,Not milky,Laxmi,-49.97%,1167,1643.25,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/13ce5417-beeb-4c5e-a821-77928c94a259.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6345504774.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30035,LD20010280,1345511390,ROUND,0.24,D,VVS1,EX,EX,EX,FNT,,3.96,3.95,2.47,62.5,56,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,5.00%,421,1752.46,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/de922c4e-db3e-4c5b-83a6-ff8baf0efe65.jpg,https://certifiedstone.info/certificate/LD20010280.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30036,LD19127681,2346504788,EMERALD,0.7,F,VS1,-,VG,VG,NON,,5.68,4.2,2.92,69.6,62,None,GIA,VTK,100%,Not brown,Not green,Not milky,Laxmi,-51.00%,1406,2009,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/1efc9224-594c-4864-b695-96cf2b1c657f.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2346504788.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30037,LD20020738,1343873334,ROUND,0.3,E,VVS2,VG,VG,VG,FNT,,4.2,4.23,2.66,63.1,60,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-45.00%,426,1420,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/5617a58b-1091-451c-a3aa-d93e41ea43e8.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1343873334.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30038,200049-GB,2334636943,ROUND,0.7,F,VS2,EX,EX,VG,NON,,5.61,5.68,3.56,62.9,58,None,GIA,MED to STK,,,,,Vaishali Gems,-44.70%,1825,2607.4,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2334636943.pdf,,,,HK,Y,0f73b5bb-6b58-4f06-964b-d20097ee9d3b
30039,LD20018083,6342744416,ROUND,0.83,D,SI1,EX,EX,EX,FNT,,6,5.96,3.74,62.5,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-27.00%,2733,3292.3,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/2ab41fad-ce08-48d1-a124-10e3dd109da3.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30040,LD20020778,2344874887,ROUND,0.3,D,VVS2,G,EX,VG,NON,,4.17,4.2,2.7,64.5,58,None,GIA,THK,100%,Not brown,Not green,Not milky,Laxmi,-48.00%,436,1452,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/5cb568ee-14b6-444b-bd00-bd18195daef1.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2344874887.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30041,LD20051170,7353404399,ROUND,0.63,J,SI1,VG,VG,VG,STG,Blue,5.4,5.42,3.42,63.1,59,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-39.00%,875,1389.62,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9jZXJ0aWZpZWRzdG9uZS5pbmZvL3ZpZXdlci92aXNpb24zNjAuaHRtbD9kPUxEMjAwNTExNzA=,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/4c9a71c6-ce8d-474f-9c40-ba0ae57efeae.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7353404399.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30042,LD20032819,5353259374,ROUND,0.81,F,SI1,EX,EX,EX,NON,,5.89,5.93,3.73,63.1,58,None,GIA,MED to STK,100%,Light Brown,Not green,Not milky,Laxmi,-28.00%,2391,2952,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9jZXJ0aWZpZWRzdG9uZS5pbmZvL3ZpZXdlci92aXNpb24zNjAuaHRtbD9kPUxEMjAwMzI4MTk=,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/e22b6eb8-e77e-4741-82ad-2bd5e8b34c9b.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353259374.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30043,LD19128012,3345504782,PRINCESS,0.71,H,VS1,-,EX,VG,FNT,,4.74,4.67,3.61,77.3,71,None,GIA,MED to VTK,100%,Not brown,Not green,Not milky,Laxmi,-48.21%,1244,1751.72,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/42a246f6-7a74-4f40-93de-4f8f1c4d4c7d.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3345504782.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30044,LD19127591,7343492351,ROUND,0.46,H,VS1,VG,EX,VG,NON,,4.83,4.85,3.11,64.3,57,None,GIA,MED to THK,100%,Not brown,Not green,Not milky,Laxmi,-29.50%,743,1616.22,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/1e22f1b6-66e5-46f0-96e2-a205edd42566.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7343492351.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30045,67062-GB,7338280341,ROUND,0.6,I,VVS2,VG,VG,VG,NON,,5.24,5.3,3.35,63.5,59,None,GIA,STK to THK,100%,,,,Vaishali Gems,-45.00%,987,1645,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7338280341.pdf,,,,HK,Y,0f73b5bb-6b58-4f06-964b-d20097ee9d3b
30046,LD19125314,2346411272,EMERALD,0.63,E,SI1,-,VG,VG,FNT,,5.58,4.08,2.71,66.3,60,NON,GIA,VTK to ETK,100%,Not brown,Not green,Not milky,Laxmi,-41.00%,885,1404.62,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MTI1MzE0,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/6f90a492-aa8a-46cb-a563-4e04d031a5d7.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19125314.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30047,LD20010670,7341529966,ROUND,0.6,I,VVS2,VG,EX,EX,NON,,5.31,5.33,3.4,64,57,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-39.00%,1091,1819,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/eea05998-10c2-4268-ac44-09c1a960a3b7.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7341529966.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30048,LD19127082,2346500951,EMERALD,0.71,I,VVS2,-,VG,VG,NON,,5.81,4.29,2.94,68.6,60,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-42.00%,1183,1666.25,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/2b26deb5-bc9d-483d-bb5c-2dc5e145e09b.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2346500951.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30049,LD20021388,7348878288,ROUND,0.49,E,VVS1,EX,EX,EX,FNT,,5.13,5.14,3.06,59.5,58,None,GIA,MED,100%,Not brown,Not green,Not milky,Laxmi,-5.05%,1574,3211.67,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/64e4cbf4-8e00-406e-8c20-2da0c7b794d6.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/7348878288.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30050,LD20032819,5353259374,ROUND,0.81,F,SI1,EX,EX,EX,NON,,5.89,5.93,3.73,63.1,58,None,GIA,MED to STK,100%,Light Brown,Not green,Not milky,Laxmi,-28.00%,2391,2952,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly9jZXJ0aWZpZWRzdG9uZS5pbmZvL3ZpZXdlci92aXNpb24zNjAuaHRtbD9kPUxEMjAwMzI4MTk=,16,https://nivoda-images.s3.eu-west-2.amazonaws.com/e22b6eb8-e77e-4741-82ad-2bd5e8b34c9b.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353259374.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30051,LD19107317,1349019095,ROUND,0.26,D,VVS1,EX,EX,EX,NON,,4.09,4.06,2.56,62.8,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,26.00%,538,2068.38,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/9835793e-4fb2-4f19-9723-c1f99053f8f2.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19107317.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30052,LD20010021,3345510561,ROUND,0.6,H,VS1,VG,VG,VG,NON,,5.28,5.31,3.42,64.6,55,None,GIA,MED to THK,100%,Not brown,Not green,Not milky,Laxmi,-37.00%,1240,2066.4,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/46dcf4c1-dcec-44fd-b69a-1b45a1a4de19.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/3345510561.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30053,LD20021531,1348897496,ROUND,0.3,E,VVS2,EX,VG,EX,NON,,4.24,4.26,2.68,63,57,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-38.50%,473,1576,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/cf51d637-cf5e-4ecd-a27c-e8288f03f0af.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1348897496.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30054,LD20019267,3345772585,EMERALD,0.7,F,SI1,-,EX,VG,NON,,5.87,4.44,2.93,66.1,67,NON,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-52.47%,1161,1658.87,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/9ca64d32-119d-4060-9aa2-b385a1ac2d76.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30055,LD19125318,6345410816,PRINCESS,0.51,D,SI1,-,EX,GD,NON,,4.46,4.34,3.14,72.3,73,NON,GIA,THK to VTK,100%,Not brown,Not green,Not milky,Laxmi,-49.00%,680,1333.82,https://nivoda-images.s3.amazonaws.com/aHR0cHM6Ly93d3cuY2VydGlmaWVkc3RvbmUuaW5mby92aWV3ZXIvVmlzaW9uMzYwLmh0bWw/ZD1MRDE5MTI1MzE4,128,https://nivoda-images.s3.eu-west-2.amazonaws.com/0899f851-acc7-425a-b29e-333d85e96013.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19125318.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30056,LD20010620,6345530354,ROUND,0.5,F,VVS1,VG,VG,EX,NON,,5.16,5.19,3.04,58.8,61,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-46.00%,1164,2328,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/6b82cb24-e5a1-4f13-b669-adb08e96ff24.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6345530354.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30057,LD20021629,5346892200,ROUND,0.4,I,VS1,G,EX,EX,FNT,,4.61,4.64,2.98,64.5,58,None,GIA,STK to THK,100%,Strong Brown,Not green,Not milky,Laxmi,-48.50%,442,1105,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/be89e638-eceb-4cad-b554-7aafa908f440.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5346892200.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30058,LD20021591,6345897754,ROUND,0.31,D,IF,EX,EX,EX,NON,,4.36,4.38,2.68,61.3,59,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-28.00%,834,2688.77,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/5e758ee9-7975-45ea-be32-9be53691e48f.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/6345897754.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30059,LD19107152,5346008864,ROUND,0.25,D,VVS2,EX,EX,EX,FNT,,4.05,4.02,2.49,61.7,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,9.00%,452,1809.44,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/895a3bdd-2d7e-4d3e-81b7-1e68d655e7c0.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19107152.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30060,LD19124013,1348397387,ROUND,0.73,E,VVS2,EX,EX,EX,NON,,5.77,5.73,3.59,62.3,58,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-36.00%,2730,3739.21,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ce190387-25b9-498e-87be-fa68aa1353b5.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19124013.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30061,315D-242-A,5353171221,ROUND,0.41,K,SI1,EX,EX,EX,FNT,,4.73,4.75,2.97,62.5,57,None,GIA,STK,,,,,Paladiya Brothers & co,-34.00%,409,997.17,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5353171221.pdf,,,,IN,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a
30062,LD20010592,5346530442,ROUND,0.4,F,VVS1,VG,EX,VG,NON,,4.61,4.63,2.98,64.4,57,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-40.00%,774,1935,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/fa337492-8cde-4e7e-9105-f12ffdb1410e.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5346530442.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30063,LD19128095,6342512899,ROUND,0.23,H,VS2,EX,VG,EX,NON,,3.98,3.94,2.4,60.6,59,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-14.00%,269,1171.09,,,,https://certifiedstone.info/certificate/LD19128095.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30064,LD20022170,5343915916,PRINCESS,0.51,J,VVS1,-,VG,VG,NON,,4.26,4.17,3.21,77,70,NON,GIA,THK to VTK,100%,Not brown,Not green,Not milky,Laxmi,-45.00%,591,1158.82,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/8078ecdf-6635-4359-80ed-75c53804f8a5.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30065,LD20021626,2344894041,ROUND,0.6,D,VVS1,EX,EX,EX,NON,,5.49,5.51,3.28,59.5,58,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-14.05%,2749,4581.13,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/16127c24-edc4-4dad-aa33-a96b004bd404.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2344894041.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30066,LD19128107,1343509541,ROUND,0.33,J,VVS1,EX,EX,EX,NON,,4.44,4.47,2.75,61.9,57,None,GIA,THN to MED,100%,Not brown,Not green,Not milky,Laxmi,-43.00%,369,1116.91,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/ae5b7f7e-edfe-4d5e-a49d-162bcd0bbc41.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1343509541.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30067,LD20010665,5343530519,ROUND,0.5,H,VVS2,EX,EX,EX,FNT,,5.03,5.07,3.15,62.4,58,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-40.50%,1012,2023.5,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/c034cf00-e364-4385-a67c-66d2eee83874.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5343530519.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30068,LD20016453,3345696683,ROUND,0.27,E,VS2,EX,EX,EX,NON,,4.17,4.13,2.52,60.7,60,NON,GIA,MED to STK,100%,Light Brown,Not green,Not milky,Laxmi,-9.00%,372,1376.07,,,,https://certifiedstone.info/certificate/LD20016453.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30069,LD20021303,5346907660,ROUND,0.7,F,SI1,EX,EX,EX,NON,,5.71,5.74,3.46,60.3,59,None,GIA,MED to STK,90%,Not brown,Not green,Not milky,Laxmi,-34.00%,1894,2706,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/f89a0123-2813-4b51-8fef-7b7d737551b1.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5346907660.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30070,315D-30-A,1353170715,ROUND,0.3,D,VVS2,EX,EX,VG,NON,,4.24,4.29,2.66,62.4,59,None,GIA,MED to STK,100%,,,,Paladiya Brothers & co,-36.35%,526,1754.9,,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/1353170715.pdf,,,,HK,N,e6c24977-7efd-4b1c-95c4-1aca4bed604a
30071,LD19124970,6341419673,ROUND,0.25,E,VS1,EX,EX,EX,NON,,4.03,4.01,2.52,62.6,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,5.00%,395,1579.52,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/9ce04292-363d-4ce8-8d38-a0fc8a1fb357.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19124970.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30072,LD20010408,6341529908,ROUND,0.27,D,VS1,EX,EX,EX,NON,,4.13,4.11,2.57,62.4,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,11.00%,447,1653.96,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/e2176b0e-ca23-4264-bd4a-4462ca278339.jpg,https://certifiedstone.info/certificate/LD20010408.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30073,LD20021562,2346894929,ROUND,0.3,E,VVS2,VG,EX,EX,NON,,4.26,4.23,2.7,63.7,57,NON,GIA,STK,100%,Not brown,Not green,Not milky,Laxmi,-41.00%,455,1516,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/5c315867-7165-4a43-a29a-4536540e36c0.jpg,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30074,LD20022157,5343915980,ROUND,0.33,D,VS2,EX,EX,EX,NON,,4.41,4.44,2.76,62.5,58,None,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,-32.00%,524,1586.91,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/8b84c414-acc6-44ff-a74d-2bef61991cb7.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/5343915980.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30075,LD20023244,3345965806,ROUND,0.2,E,VS1,EX,EX,EX,FNT,,3.81,3.8,2.31,60.7,60,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,3.00%,267,1334.45,,,,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30076,LD19108712,1349039513,ROUND,0.24,D,VVS2,EX,EX,EX,NON,,3.99,3.97,2.48,62.4,57,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,4.00%,417,1737.04,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/2cd094e8-d17c-42ab-879e-c281457fcffb.jpg,https://www.laxmidiamond.com/certifiedstone/certificate/LD19108712.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30077,LD19128122,2344509953,ROUND,0.4,I,VS1,VG,VG,VG,NON,,4.62,4.65,2.97,64.2,58,None,GIA,STK to THK,100%,Not brown,Not green,Not milky,Laxmi,-43.00%,486,1215,,,https://nivoda-images.s3.eu-west-2.amazonaws.com/de34d180-41c9-4e6f-a133-ca60cdbdb682.jpg,https://nivoda-images.s3.eu-west-2.amazonaws.com/pdf/2344509953.pdf,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30078,LD20020814,2346874087,ROUND,0.2,F,VVS2,EX,EX,EX,NON,,3.74,3.73,2.34,62.6,56,NON,GIA,MED to STK,100%,Not brown,Not green,Not milky,Laxmi,5.00%,303,1515.05,,,,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
30079,LD20022026,7342914894,ROUND,0.28,D,VVS2,EX,EX,EX,NON,,4.21,4.19,2.61,62.1,56,NON,GIA,THN to MED,100%,Not brown,Not green,Not milky,Laxmi,15.00%,529,1889.64,,,,,,,,IN,N,523f5320-903b-4939-8f99-c88e0d49c77b
